#ID	Avg_fold	Length	Ref_GC	Covered_percent	Covered_bases	Plus_reads	Minus_reads	Read_GC	Median_fold	Std_Dev
contig_2075_pilon_pilon	26.0798	27032	0.0000	100.0000	27032	112	157	0.6561	25	6.32
contig_7385_pilon_pilon	14.1137	11782	0.0000	99.9915	11781	36	42	0.6650	14	3.86
contig_11985_pilon_pilon	2.1421	2378	0.0000	86.1648	2049	2	2	0.5911	2	1.26
contig_16110_pilon_pilon	16.1019	6642	0.0000	100.0000	6642	24	29	0.6552	16	2.85
contig_9401_pilon_pilon	19.1799	3030	0.0000	100.0000	3030	25	35	0.6339	16	6.65
contig_11472_pilon_pilon	5.4427	3447	0.0000	99.5648	3432	7	7	0.6816	5	2.83
contig_7986_pilon_pilon	31.2874	3448	0.0000	100.0000	3448	51	51	0.6680	29	12.64
contig_394_pilon_pilon	29.8767	13941	0.0000	100.0000	13941	121	111	0.6403	28	13.12
contig_8847_pilon_pilon	12.6850	6819	0.0000	99.4134	6779	17	26	0.6283	13	3.21
contig_15240_pilon_pilon	57.4839	14120	0.0000	100.0000	14120	144	173	0.6339	58	9.76
contig_5507_pilon_pilon	28.1336	29716	0.0000	100.0000	29716	149	174	0.6656	23	15.56
contig_6062_pilon_pilon	22.3693	17074	0.0000	100.0000	17074	92	97	0.6537	21	5.07
contig_9582_pilon_pilon	10.6263	3794	0.0000	100.0000	3794	11	14	0.5788	11	2.68
contig_7883_pilon_pilon	12.4056	19814	0.0000	100.0000	19814	57	68	0.6445	13	8.61
contig_8132_pilon_pilon	27.9354	86512	0.0000	100.0000	86512	442	425	0.6511	27	8.65
contig_11803_pilon_pilon	5.0861	4518	0.0000	96.4365	4357	17	12	0.6303	4	3.47
contig_9498_pilon_pilon	8.6725	6349	0.0000	99.9685	6347	18	18	0.6435	8	3.66
contig_4293_pilon_pilon	27.0666	16488	0.0000	100.0000	16488	76	68	0.6679	27	7.36
contig_10789_pilon_pilon	1.2321	1943	0.0000	60.3706	1173	3	2	0.6290	1	1.17
contig_4004_pilon_pilon	25.6085	20129	0.0000	100.0000	20129	106	97	0.6640	23	9.69
contig_16176_pilon_pilon	20.7469	18662	0.0000	100.0000	18662	105	86	0.6592	21	9.47
contig_3444_pilon_pilon	15.4202	3501	0.0000	100.0000	3501	20	21	0.6618	15	2.49
contig_3780_pilon_pilon	31.2460	58867	0.0000	100.0000	58867	339	339	0.6640	32	9.45
contig_11089_pilon_pilon	5.8913	5271	0.0000	100.0000	5271	9	3	0.6458	6	1.58
contig_11108_pilon_pilon	2.6070	2585	0.0000	94.5455	2444	6	2	0.5957	3	1.41
contig_13164_pilon_pilon	39.9514	9707	0.0000	100.0000	9707	129	158	0.5871	37	18.02
contig_14463_pilon_pilon	2.3160	3006	0.0000	99.8004	3000	2	3	0.6928	2	0.64
contig_3321_pilon_pilon	18.4137	9538	0.0000	100.0000	9538	34	52	0.6434	18	3.19
contig_2085_pilon_pilon	20.6511	11502	0.0000	100.0000	11502	57	53	0.6287	20	8.92
contig_13704_pilon_pilon	8.0346	2140	0.0000	100.0000	2140	7	11	0.6813	8	1.48
contig_14600_pilon_pilon	21.7885	11260	0.0000	100.0000	11260	39	39	0.6500	22	2.48
