#ID	Avg_fold	Length	Ref_GC	Covered_percent	Covered_bases	Plus_reads	Minus_reads	Read_GC	Median_fold	Std_Dev
contig_4_pilon_pilon	5.2266	9659	0.0000	98.3332	9498	22	21	0.6438	4	4.69
contig_5473_pilon_pilon	24.7682	52606	0.0000	100.0000	52606	168	169	0.6718	24	10.82
contig_5847_pilon_pilon	41.9704	79621	0.0000	100.0000	79621	310	278	0.6493	41	9.04
contig_4143_pilon_pilon	29.2478	67853	0.0000	100.0000	67853	222	247	0.6668	26	11.34
contig_4681_pilon_pilon	6.9866	11910	0.0000	100.0000	11910	27	22	0.6333	6	3.41
contig_1656_pilon_pilon	27.0604	77306	0.0000	100.0000	77306	500	454	0.4058	21	47.27
contig_4431_pilon_pilon	19.3227	35793	0.0000	100.0000	35793	85	103	0.6660	19	4.51
contig_5598_pilon_pilon	3.4671	3931	0.0000	100.0000	3931	0	10	0.6582	4	1.40
contig_2860_pilon_pilon	34.0735	38521	0.0000	100.0000	38521	164	160	0.6826	35	7.02
contig_2703_pilon_pilon	4.8548	10373	0.0000	100.0000	10373	14	18	0.6626	5	1.92
contig_7122_pilon_pilon	4.1315	29325	0.0000	99.1679	29081	28	38	0.6570	3	2.77
contig_7002_pilon_pilon	37.0881	72560	0.0000	100.0000	72560	299	366	0.7231	36	11.46
contig_5990_pilon_pilon	9.8490	8455	0.0000	100.0000	8455	31	23	0.6736	9	3.23
contig_5603_pilon_pilon	6.4590	10535	0.0000	89.3118	9409	34	32	0.6224	4	7.81
contig_3207_pilon_pilon	11.5973	11265	0.0000	100.0000	11265	21	15	0.6250	12	3.49
contig_4240_pilon_pilon	4.8697	7815	0.0000	100.0000	7815	8	7	0.7017	5	1.81
contig_1891_pilon_pilon	20.6088	237633	0.0000	100.0000	237633	620	568	0.6494	18	9.86
contig_4362_pilon_pilon	20.4763	20882	0.0000	100.0000	20882	66	66	0.6730	23	9.28
contig_4507_pilon_pilon	4.8127	8125	0.0000	82.0062	6663	11	16	0.6879	5	3.48
contig_1954_pilon_pilon	14.1964	15226	0.0000	100.0000	15226	36	35	0.6418	14	4.31
contig_3056_pilon_pilon	30.1383	325185	0.0000	100.0000	325185	940	971	0.6550	31	10.19
contig_3248_pilon_pilon	5.7512	5807	0.0000	94.1278	5466	6	8	0.6890	6	2.44
contig_5923_pilon_pilon	14.0890	15128	0.0000	100.0000	15128	36	34	0.6688	14	2.94
contig_5552_pilon_pilon	28.3567	34556	0.0000	100.0000	34556	98	132	0.6580	26	12.93
