#ID	Avg_fold	Length	Ref_GC	Covered_percent	Covered_bases	Plus_reads	Minus_reads	Read_GC	Median_fold	Std_Dev
contig_1995_pilon_pilon	4.1570	10829	0.0000	99.8615	10814	17	21	0.6343	4	1.47
contig_7203_pilon_pilon	3.5848	3699	0.0000	90.8354	3360	8	2	0.6256	4	1.40
contig_1276_pilon_pilon	17.2296	32632	0.0000	99.9969	32631	103	38	0.7316	20	9.95
contig_3694_pilon_pilon	3.4232	4149	0.0000	98.9877	4107	9	6	0.6879	3	1.95
contig_2564_pilon_pilon	5.7743	30779	0.0000	98.2813	30250	30	26	0.6652	5	3.41
contig_7263_pilon_pilon	11.8716	45696	0.0000	100.0000	45696	64	78	0.6462	12	3.20
contig_7192_pilon_pilon	28.1338	25499	0.0000	100.0000	25499	44	61	0.6578	28	4.82
contig_5266_pilon_pilon	17.3972	29558	0.0000	100.0000	29558	87	79	0.6439	16	5.73
contig_5742_pilon_pilon	2.6185	4553	0.0000	97.9574	4460	3	6	0.6519	3	1.04
contig_2596_pilon_pilon	7.5400	10256	0.0000	99.9902	10255	21	14	0.6597	8	2.08
contig_2967_pilon_pilon	18.9054	47558	0.0000	100.0000	47558	139	151	0.6430	15	11.66
contig_3700_pilon_pilon	8.1991	9590	0.0000	100.0000	9590	13	20	0.6497	7	2.92
contig_5149_pilon_pilon	20.3671	15810	0.0000	100.0000	15810	36	36	0.6348	21	3.73
contig_7312_pilon_pilon	1.6650	24280	0.0000	92.8624	22547	8	6	0.6693	1	1.13
contig_6657_pilon_pilon	22.6596	46068	0.0000	100.0000	46068	94	88	0.6407	23	6.50
contig_5684_pilon_pilon	12.9566	39507	0.0000	100.0000	39507	67	63	0.6387	10	7.54
contig_6083_pilon_pilon	10.7023	8444	0.0000	100.0000	8444	20	18	0.6428	11	1.36
contig_4539_pilon_pilon	4.7980	14894	0.0000	100.0000	14894	11	14	0.7030	5	2.35
contig_1884_pilon_pilon	7.2113	7232	0.0000	100.0000	7232	15	9	0.6117	8	2.18
contig_1476_pilon_pilon	28.4075	87839	0.0000	100.0000	87839	224	215	0.6616	28	9.06
contig_5647_pilon_pilon	3.7619	5707	0.0000	100.0000	5707	8	3	0.6446	4	0.80
contig_5169_pilon_pilon	5.4540	10515	0.0000	100.0000	10515	17	10	0.6410	6	2.43
contig_3046_pilon_pilon	2.7192	16375	0.0000	96.6473	15826	16	9	0.6291	2	1.66
contig_1345_pilon_pilon	24.0552	83232	0.0000	100.0000	83232	219	213	0.6554	23	5.42
contig_5642_pilon_pilon	2.8340	15110	0.0000	96.4527	14574	9	14	0.6634	3	1.55
contig_4660_pilon_pilon	20.1529	196345	0.0000	100.0000	196345	438	432	0.6540	20	4.77
contig_6978_pilon_pilon	5.6706	9069	0.0000	99.8567	9056	9	12	0.6712	6	2.81
contig_4739_pilon_pilon	35.4658	69650	0.0000	100.0000	69650	257	216	0.6553	36	6.83
contig_3326_pilon_pilon	24.3619	49753	0.0000	100.0000	49753	115	94	0.6634	24	7.69
contig_3312_pilon_pilon	1.9425	10460	0.0000	85.8031	8975	6	12	0.6257	2	1.08
contig_2455_pilon_pilon	18.2176	102938	0.0000	100.0000	102938	244	257	0.6505	17	8.28
contig_4483_pilon_pilon	4.8637	17281	0.0000	99.0163	17111	20	21	0.6380	4	2.24
contig_512_pilon_pilon	19.0312	130353	0.0000	100.0000	130353	296	289	0.6519	19	4.88
contig_7215_pilon_pilon	13.0318	27331	0.0000	100.0000	27331	52	49	0.6560	15	5.99
contig_952_pilon_pilon	8.1323	37285	0.0000	97.4521	36335	34	45	0.6692	8	4.44
contig_1066_pilon_pilon	30.2696	66601	0.0000	100.0000	66601	176	205	0.6409	31	7.62
contig_6763_pilon_pilon	3.0804	3307	0.0000	99.0928	3277	5	8	0.5388	3	1.33
contig_4965_pilon_pilon	8.0485	18140	0.0000	100.0000	18140	24	33	0.6446	8	3.27
contig_2701_pilon_pilon	6.5134	14756	0.0000	100.0000	14756	22	16	0.6338	7	3.15
contig_5891_pilon_pilon	4.5729	15765	0.0000	100.0000	15765	22	12	0.6515	4	2.13
contig_2854_pilon_pilon	6.9420	17103	0.0000	100.0000	17103	21	26	0.6664	8	2.38
contig_6040_pilon_pilon	8.3875	7272	0.0000	100.0000	7272	19	11	0.6797	9	2.91
contig_4823_pilon_pilon	7.4720	10034	0.0000	100.0000	10034	13	9	0.6632	8	2.60
contig_7292_pilon_pilon	16.5540	20745	0.0000	100.0000	20745	44	71	0.6303	17	8.68
contig_3842_pilon_pilon	7.2381	3322	0.0000	100.0000	3322	9	8	0.6638	7	1.92
contig_662_pilon_pilon	9.3090	5842	0.0000	100.0000	5842	10	10	0.6342	9	1.55
contig_2872_pilon_pilon	17.6577	35079	0.0000	100.0000	35079	65	71	0.6484	17	3.96
contig_1668_pilon_pilon	12.1703	16073	0.0000	100.0000	16073	31	34	0.6586	12	4.30
