#ID	Avg_fold	Length	Ref_GC	Covered_percent	Covered_bases	Plus_reads	Minus_reads	Read_GC	Median_fold	Std_Dev
contig_12124_pilon_pilon	67.7179	27678	0.0000	100.0000	27678	467	477	0.6807	73	38.68
contig_10921_pilon_pilon	50.3488	9530	0.0000	93.6306	8923	206	194	0.6528	40	33.82
contig_18927_pilon_pilon	2.9199	1385	0.0000	99.4946	1378	1	3	0.7039	3	0.91
contig_4921_pilon_pilon	3.5165	2060	0.0000	99.5146	2050	8	10	0.6064	3	2.35
contig_9531_pilon_pilon	38.2064	7408	0.0000	100.0000	7408	278	221	0.6451	35	35.66
contig_2910_pilon_pilon	1.8598	1897	0.0000	100.0000	1897	5	4	0.6422	2	0.99
contig_7752_pilon_pilon	64.3497	21600	0.0000	100.0000	21600	610	602	0.6497	48	43.05
contig_10200_pilon_pilon	27.7401	15012	0.0000	99.8535	14990	137	120	0.6477	28	16.76
contig_11183_pilon_pilon	78.6699	53102	0.0000	100.0000	53102	1807	1945	0.6691	61	87.57
contig_23203_pilon_pilon	1.1677	3154	0.0000	63.3481	1998	7	7	0.6742	1	1.16
contig_16959_pilon_pilon	66.3895	15095	0.0000	100.0000	15095	356	375	0.6775	62	22.39
contig_5694_pilon_pilon	3.8406	1437	0.0000	99.8608	1435	10	11	0.6152	3	3.33
contig_4480_pilon_pilon	86.4318	394280	0.0000	100.0000	394280	11607	11613	0.6599	37	149.61
contig_20694_pilon_pilon	26.7736	1188	0.0000	99.6633	1184	36	45	0.6472	4	27.20
contig_22253_pilon_pilon	27.6681	9253	0.0000	100.0000	9253	123	110	0.6326	29	6.54
contig_9370_pilon_pilon	76.3601	40325	0.0000	100.0000	40325	978	991	0.6697	66	38.70
contig_18025_pilon_pilon	2.6986	1367	0.0000	85.7352	1172	4	3	0.7012	3	2.02
contig_15178_pilon_pilon	11.3204	2116	0.0000	100.0000	2116	27	31	0.6155	9	10.62
contig_1832_pilon_pilon	64.0636	1053	0.0000	100.0000	1053	59	64	0.6482	64	11.72
contig_5604_pilon_pilon	82.3299	12729	0.0000	100.0000	12729	247	263	0.6895	82	18.12
contig_12521_pilon_pilon	55.1451	16457	0.0000	100.0000	16457	271	270	0.6604	54	12.36
contig_21521_pilon_pilon	13.0675	4713	0.0000	100.0000	4713	44	45	0.6396	12	8.52
contig_10455_pilon_pilon	38.0117	19888	0.0000	100.0000	19888	319	306	0.6324	38	11.21
contig_18194_pilon_pilon	57.8353	868	0.0000	100.0000	868	36	35	0.6364	58	4.57
contig_11499_pilon_pilon	51.9535	19105	0.0000	100.0000	19105	436	434	0.6576	44	40.71
contig_21604_pilon_pilon	12.8872	1702	0.0000	100.0000	1702	15	19	0.6162	13	6.26
contig_21535_pilon_pilon	106.1377	1525	0.0000	100.0000	1525	114	110	0.6348	144	78.99
contig_8492_pilon_pilon	108.7176	33708	0.0000	100.0000	33708	1350	1362	0.6734	47	123.81
contig_16561_pilon_pilon	87.2310	1134	0.0000	100.0000	1134	64	75	0.6001	83	14.42
contig_19690_pilon_pilon	44.6612	3143	0.0000	100.0000	3143	72	53	0.6660	45	10.51
contig_2302_pilon_pilon	98.2960	333242	0.0000	100.0000	333242	11534	11717	0.6494	69	98.99
contig_10192_pilon_pilon	57.4354	10523	0.0000	100.0000	10523	206	225	0.6566	63	22.02
contig_14077_pilon_pilon	64.1342	11955	0.0000	100.0000	11955	381	374	0.6546	54	29.61
contig_11737_pilon_pilon	63.1785	8735	0.0000	100.0000	8735	168	176	0.6464	63	10.26
contig_19505_pilon_pilon	10.2388	871	0.0000	88.8634	774	20	8	0.5683	12	4.73
contig_12165_pilon_pilon	65.5971	47466	0.0000	100.0000	47466	755	793	0.6506	61	27.05
contig_12114_pilon_pilon	119.0951	26778	0.0000	100.0000	26778	604	634	0.6790	122	22.74
contig_13513_pilon_pilon	30.9794	2568	0.0000	100.0000	2568	55	61	0.6404	15	23.41
contig_18659_pilon_pilon	17.5571	5644	0.0000	100.0000	5644	64	78	0.6430	9	15.26
contig_10046_pilon_pilon	64.0099	35014	0.0000	100.0000	35014	989	1022	0.6491	52	44.29
contig_14224_pilon_pilon	16.5634	2627	0.0000	98.7057	2593	59	92	0.6506	2	31.00
contig_7937_pilon_pilon	119.0213	109250	0.0000	100.0000	109250	3951	3999	0.6468	97	65.31
contig_9378_pilon_pilon	62.7905	7523	0.0000	100.0000	7523	265	234	0.6254	46	45.57
contig_9361_pilon_pilon	71.4694	41267	0.0000	100.0000	41267	1061	1062	0.6624	63	35.44
contig_10741_pilon_pilon	68.0305	4691	0.0000	100.0000	4691	116	128	0.6599	68	5.25
