#ID	Avg_fold	Length	Ref_GC	Covered_percent	Covered_bases	Plus_reads	Minus_reads	Read_GC	Median_fold	Std_Dev
contig_1453_pilon_pilon	57.0346	124001	0.0000	100.0000	124001	990	1006	0.6504	27	85.20
contig_10275_pilon_pilon	6.2162	12976	0.0000	99.2602	12880	22	26	0.6219	5	3.21
contig_4746_pilon_pilon	4.0018	9273	0.0000	90.3160	8375	14	5	0.5999	4	2.36
contig_10356_pilon_pilon	5.9930	4587	0.0000	100.0000	4587	7	13	0.5914	6	1.23
contig_7586_pilon_pilon	15.5727	13044	0.0000	100.0000	13044	36	34	0.6252	15	3.71
contig_9874_pilon_pilon	19.3846	14642	0.0000	100.0000	14642	48	46	0.6732	18	8.41
contig_115_pilon_pilon	35.4761	1124970	0.0000	100.0000	1124970	4492	5826	0.6885	18	151.40
contig_6224_pilon_pilon	5.6001	6857	0.0000	100.0000	6857	19	9	0.6673	6	1.80
contig_7696_pilon_pilon	5.4096	13546	0.0000	100.0000	13546	11	17	0.6760	6	2.06
contig_7860_pilon_pilon	31.0893	49975	0.0000	100.0000	49975	212	219	0.6321	30	7.27
contig_8071_pilon_pilon	4.1332	3438	0.0000	100.0000	3438	5	9	0.6293	4	0.81
contig_287_pilon_pilon	24.7508	60151	0.0000	100.0000	60151	253	251	0.6736	24	8.64
contig_2891_pilon_pilon	25.4830	350485	0.0000	100.0000	350485	1268	1283	0.6636	24	10.69
contig_6476_pilon_pilon	8.6912	12897	0.0000	100.0000	12897	20	27	0.6512	9	2.66
contig_8999_pilon_pilon	3.0353	3120	0.0000	96.4103	3008	3	6	0.6200	2	1.67
contig_1322_pilon_pilon	23.8293	153839	0.0000	100.0000	153839	544	584	0.6577	23	9.30
contig_1267_pilon_pilon	10.8613	47708	0.0000	99.9979	47707	96	63	0.6647	11	3.51
contig_9000_pilon_pilon	16.6583	6541	0.0000	100.0000	6541	19	21	0.6549	16	2.93
contig_3138_pilon_pilon	21.8363	25811	0.0000	99.9768	25805	80	89	0.6636	23	9.43
contig_9307_pilon_pilon	8.9060	5657	0.0000	86.8658	4914	23	17	0.6428	8	6.70
contig_10661_pilon_pilon	6.7994	7792	0.0000	100.0000	7792	12	23	0.6477	5	3.34
contig_7531_pilon_pilon	22.5386	16429	0.0000	100.0000	16429	87	65	0.6596	22	8.02
contig_9259_pilon_pilon	6.6655	2933	0.0000	100.0000	2933	13	11	0.6256	5	2.71
contig_9472_pilon_pilon	17.2856	6411	0.0000	100.0000	6411	26	27	0.6562	17	2.36
contig_8522_pilon_pilon	5.9068	8276	0.0000	99.4804	8233	28	18	0.6710	4	5.06
contig_4880_pilon_pilon	24.1516	221502	0.0000	100.0000	221502	720	711	0.6608	25	10.65
contig_3529_pilon_pilon	7.0022	18358	0.0000	97.5760	17913	24	25	0.6647	6	4.67
contig_6480_pilon_pilon	5.4010	8342	0.0000	97.6145	8143	8	9	0.6671	5	3.29
contig_10274_pilon_pilon	16.4164	14209	0.0000	100.0000	14209	36	46	0.6797	17	4.24
contig_10152_pilon_pilon	9.4930	13442	0.0000	100.0000	13442	29	28	0.6354	9	2.27
contig_9245_pilon_pilon	5.0712	3385	0.0000	100.0000	3385	7	10	0.6349	5	1.20
contig_3752_pilon_pilon	19.6412	57016	0.0000	100.0000	57016	184	173	0.6761	20	6.55
contig_5056_pilon_pilon	30.4564	87290	0.0000	100.0000	87290	354	330	0.6722	33	10.28
contig_3872_pilon_pilon	3.5373	6226	0.0000	88.9656	5539	7	32	0.5952	2	3.50
contig_236_pilon_pilon	21.2870	94450	0.0000	100.0000	94450	345	348	0.6545	19	10.01
contig_5112_pilon_pilon	13.1162	23925	0.0000	100.0000	23925	45	53	0.6669	13	3.59
