#ID	Avg_fold	Length	Ref_GC	Covered_percent	Covered_bases	Plus_reads	Minus_reads	Read_GC	Median_fold	Std_Dev
contig_15775_pilon_pilon	9.8521	14543	0.0000	100.0000	14543	25	40	0.6639	10	3.56
contig_14986_pilon_pilon	3.6189	5524	0.0000	100.0000	5524	12	19	0.6545	2	3.27
contig_18314_pilon_pilon	7.0523	4937	0.0000	100.0000	4937	9	7	0.6552	7	1.40
contig_5219_pilon_pilon	7.9388	11022	0.0000	100.0000	11022	14	16	0.6594	7	3.60
contig_8346_pilon_pilon	15.5141	13390	0.0000	100.0000	13390	88	58	0.6542	14	8.77
contig_12247_pilon_pilon	15.1628	15680	0.0000	100.0000	15680	48	46	0.6692	15	4.04
contig_6632_pilon_pilon	11.0030	67025	0.0000	100.0000	67025	137	148	0.6669	11	3.82
contig_17724_pilon_pilon	7.9336	6812	0.0000	100.0000	6812	11	10	0.6236	7	2.07
contig_1017_pilon_pilon	26.3270	2153	0.0000	100.0000	2153	28	13	0.6527	25	3.04
contig_8392_pilon_pilon	7.0491	20203	0.0000	100.0000	20203	30	21	0.6558	7	2.61
contig_4773_pilon_pilon	16.5466	70087	0.0000	99.6276	69826	235	236	0.6622	13	18.90
contig_7169_pilon_pilon	2.8511	11819	0.0000	96.8779	11450	28	23	0.6051	2	2.31
contig_17814_pilon_pilon	14.1421	16664	0.0000	100.0000	16664	42	31	0.6142	15	2.75
contig_13302_pilon_pilon	3.2492	3888	0.0000	97.9938	3810	6	1	0.6730	4	1.34
contig_12546_pilon_pilon	11.5693	16345	0.0000	100.0000	16345	44	45	0.6578	9	5.79
contig_17062_pilon_pilon	18.5347	27208	0.0000	100.0000	27208	84	92	0.6333	19	6.48
contig_8593_pilon_pilon	4.9198	17115	0.0000	100.0000	17115	17	16	0.6636	2	4.37
contig_4199_pilon_pilon	3.7153	3270	0.0000	100.0000	3270	8	3	0.6438	4	0.82
contig_8225_pilon_pilon	6.1041	10885	0.0000	99.9449	10879	11	9	0.6556	4	3.38
contig_6798_pilon_pilon	13.2047	42067	0.0000	100.0000	42067	94	115	0.6413	12	8.01
contig_17405_pilon_pilon	13.3472	17629	0.0000	100.0000	17629	39	52	0.6514	14	3.96
contig_9266_pilon_pilon	2.3870	12294	0.0000	99.8211	12272	10	16	0.6541	2	1.64
contig_5947_pilon_pilon	12.0727	15899	0.0000	100.0000	15899	52	39	0.6245	13	3.70
contig_6725_pilon_pilon	8.1028	3705	0.0000	84.1835	3119	10	27	0.7081	8	6.82
contig_5998_pilon_pilon	24.7356	85348	0.0000	100.0000	85348	510	491	0.6514	21	28.10
contig_18405_pilon_pilon	11.0490	5058	0.0000	100.0000	5058	15	14	0.6921	10	2.36
contig_17843_pilon_pilon	20.3344	9678	0.0000	100.0000	9678	71	70	0.6204	11	15.63
contig_7754_pilon_pilon	9.8016	6864	0.0000	100.0000	6864	33	31	0.6517	9	4.49
contig_7590_pilon_pilon	12.1150	9257	0.0000	100.0000	9257	23	42	0.6461	12	3.16
contig_8432_pilon_pilon	10.1054	22786	0.0000	100.0000	22786	57	33	0.6459	11	5.59
contig_17827_pilon_pilon	19.8679	36416	0.0000	100.0000	36416	102	97	0.6818	21	6.49
contig_13229_pilon_pilon	4.1394	2969	0.0000	100.0000	2969	10	3	0.6181	4	2.10
contig_14309_pilon_pilon	22.4589	23441	0.0000	100.0000	23441	159	168	0.6536	13	26.78
contig_17533_pilon_pilon	11.6184	19442	0.0000	100.0000	19442	48	49	0.6658	11	3.78
contig_16520_pilon_pilon	1.7036	3927	0.0000	87.3186	3429	6	1	0.6763	1	1.35
contig_5786_pilon_pilon	17.2847	93914	0.0000	100.0000	93914	335	335	0.6610	15	10.64
contig_6319_pilon_pilon	7.5560	60272	0.0000	100.0000	60272	113	95	0.6539	7	3.74
contig_7225_pilon_pilon	23.2037	50355	0.0000	100.0000	50355	283	245	0.6486	21	11.03
contig_8520_pilon_pilon	11.3718	17492	0.0000	100.0000	17492	32	38	0.6699	13	4.46
contig_17522_pilon_pilon	10.5964	24880	0.0000	97.6889	24305	41	33	0.6602	10	4.59
contig_6541_pilon_pilon	9.6052	3179	0.0000	100.0000	3179	26	20	0.6169	9	6.33
contig_15603_pilon_pilon	11.6247	17315	0.0000	100.0000	17315	98	107	0.6803	5	15.82
contig_7339_pilon_pilon	12.7336	36145	0.0000	99.9115	36113	113	118	0.6373	12	9.82
contig_8029_pilon_pilon	9.9186	12317	0.0000	100.0000	12317	35	42	0.6563	10	4.05
contig_8748_pilon_pilon	21.6000	7907	0.0000	100.0000	7907	23	23	0.6614	23	4.12
contig_15558_pilon_pilon	7.8633	10125	0.0000	98.8543	10009	17	26	0.6721	7	3.25
contig_5028_pilon_pilon	0.9507	1663	0.0000	77.8713	1295	0	2	0.6345	1	0.63
contig_9200_pilon_pilon	15.3259	42680	0.0000	100.0000	42680	179	170	0.6396	12	9.34
contig_12412_pilon_pilon	10.6907	14841	0.0000	100.0000	14841	48	59	0.6399	9	3.96
contig_6742_pilon_pilon	20.2222	28743	0.0000	100.0000	28743	95	100	0.6441	19	7.92
contig_17810_pilon_pilon	9.9230	17472	0.0000	100.0000	17472	29	48	0.6737	10	3.93
contig_9051_pilon_pilon	9.0248	6560	0.0000	100.0000	6560	14	16	0.6647	10	3.49
contig_8974_pilon_pilon	11.4299	18412	0.0000	100.0000	18412	30	39	0.6458	11	4.23
contig_12016_pilon_pilon	14.8082	12385	0.0000	100.0000	12385	40	34	0.6586	13	5.93
contig_5890_pilon_pilon	17.7142	45212	0.0000	100.0000	45212	139	137	0.6516	18	9.50
contig_771_pilon_pilon	6.7779	2760	0.0000	100.0000	2760	14	19	0.6641	8	3.72
contig_17056_pilon_pilon	14.4705	22155	0.0000	99.9233	22138	51	52	0.6447	15	5.98
contig_14734_pilon_pilon	19.0904	50102	0.0000	100.0000	50102	178	159	0.6396	20	7.83
contig_3613_pilon_pilon	11.7199	2678	0.0000	100.0000	2678	20	27	0.6603	10	5.24
contig_4614_pilon_pilon	14.4019	33623	0.0000	100.0000	33623	99	90	0.6365	14	7.45
contig_13588_pilon_pilon	2.3906	4483	0.0000	85.5677	3836	7	2	0.6399	2	1.45
contig_7383_pilon_pilon	17.0897	24256	0.0000	99.3074	24088	78	65	0.6381	20	8.96
contig_1224_pilon_pilon	12.9056	1526	0.0000	100.0000	1526	12	13	0.5710	12	3.73
contig_12988_pilon_pilon	2.0920	2695	0.0000	100.0000	2695	4	2	0.5845	2	1.07
contig_9648_pilon_pilon	2.8870	2089	0.0000	93.1546	1946	1	4	0.6822	4	1.73
contig_2641_pilon_pilon	20.2854	66179	0.0000	100.0000	66179	299	291	0.6519	15	17.15
contig_16552_pilon_pilon	17.8256	18871	0.0000	100.0000	18871	54	54	0.6704	18	6.84
contig_5052_pilon_pilon	28.6112	154988	0.0000	100.0000	154988	921	924	0.6378	20	35.28
contig_5132_pilon_pilon	12.0667	14101	0.0000	100.0000	14101	46	31	0.6462	12	5.07
contig_5398_pilon_pilon	16.6426	166873	0.0000	100.0000	166873	581	455	0.6681	14	16.10
contig_18473_pilon_pilon	11.3367	14581	0.0000	100.0000	14581	39	40	0.6410	11	4.51
contig_8992_pilon_pilon	3.2765	2083	0.0000	100.0000	2083	5	0	0.6499	3	0.46
contig_8978_pilon_pilon	16.1255	22157	0.0000	100.0000	22157	115	60	0.6804	11	12.17
