#ID	Avg_fold	Length	Ref_GC	Covered_percent	Covered_bases	Plus_reads	Minus_reads	Read_GC	Median_fold	Std_Dev
contig_1096_pilon_pilon	22.5668	197285	0.0000	100.0000	197285	589	633	0.6521	16	25.30
contig_3278_pilon_pilon	5.7677	8339	0.0000	100.0000	8339	12	7	0.6252	5	1.41
contig_22_pilon_pilon	4.7509	2043	0.0000	100.0000	2043	8	2	0.6111	5	1.72
contig_1171_pilon_pilon	4.9870	20714	0.0000	100.0000	20714	18	20	0.6750	5	1.71
contig_1075_pilon_pilon	19.2730	249006	0.0000	100.0000	249006	823	840	0.6504	18	8.01
contig_2341_pilon_pilon	14.0769	22300	0.0000	100.0000	22300	74	60	0.6602	14	3.41
contig_2715_pilon_pilon	2.4895	5782	0.0000	95.0017	5493	7	5	0.6689	2	1.63
contig_3729_pilon_pilon	1.6992	1190	0.0000	100.0000	1190	3	1	0.5837	1	0.85
contig_1173_pilon_pilon	31.1104	27630	0.0000	100.0000	27630	182	147	0.7578	30	15.17
contig_976_pilon_pilon	4.3199	37440	0.0000	100.0000	37440	26	28	0.6418	3	2.57
contig_937_pilon_pilon	18.9328	269592	0.0000	99.9711	269514	789	772	0.6649	17	8.91
contig_2577_pilon_pilon	10.0691	12045	0.0000	100.0000	12045	22	25	0.6069	10	1.62
contig_3132_pilon_pilon	2.9978	7825	0.0000	99.8722	7815	8	12	0.6165	3	1.64
contig_400_pilon_pilon	22.9607	68651	0.0000	100.0000	68651	269	304	0.6551	17	16.44
contig_2925_pilon_pilon	3.7758	26823	0.0000	100.0000	26823	17	27	0.6511	4	1.61
contig_2904_pilon_pilon	3.9917	13472	0.0000	100.0000	13472	17	21	0.6221	3	2.15
contig_543_pilon_pilon	16.6630	505395	0.0000	100.0000	505395	1409	1410	0.6519	15	10.34
contig_1112_pilon_pilon	3.5225	14156	0.0000	99.9011	14142	11	18	0.6421	4	1.63
contig_3343_pilon_pilon	0.7309	2991	0.0000	66.0314	1975	3	1	0.6673	1	0.58
contig_954_pilon_pilon	18.7512	15190	0.0000	100.0000	15190	57	54	0.6335	18	5.63
contig_441_pilon_pilon	20.7764	690742	0.0000	100.0000	690742	2385	2424	0.6507	18	12.36
contig_799_pilon_pilon	17.3788	238569	0.0000	100.0000	238569	749	723	0.6500	17	6.59
contig_3942_pilon_pilon	11.9264	10799	0.0000	99.5000	10745	27	31	0.6598	12	5.45
contig_1382_pilon_pilon	15.9091	131908	0.0000	100.0000	131908	293	310	0.6459	16	8.66
contig_3096_pilon_pilon	4.3273	8351	0.0000	100.0000	8351	4	16	0.5869	4	1.35
contig_292_pilon_pilon	1.3166	4211	0.0000	82.2845	3465	1	6	0.6144	1	0.82
contig_1111_pilon_pilon	7.5645	15843	0.0000	99.9748	15839	34	22	0.6455	8	2.96
contig_1886_pilon_pilon	4.0814	4191	0.0000	100.0000	4191	7	9	0.6774	4	1.29
contig_3256_pilon_pilon	2.8245	5145	0.0000	99.0671	5097	6	1	0.5748	3	0.96
contig_1534_pilon_pilon	12.5551	7031	0.0000	100.0000	7031	25	22	0.6409	13	3.62
contig_2220_pilon_pilon	3.6230	9551	0.0000	100.0000	9551	4	9	0.6639	4	1.67
contig_4009_pilon_pilon	0.7683	2132	0.0000	64.3527	1372	1	1	0.5507	1	0.65
contig_1390_pilon_pilon	16.8013	241467	0.0000	99.9723	241400	687	630	0.6542	16	6.13
contig_2930_pilon_pilon	2.4258	8995	0.0000	100.0000	8995	6	4	0.6430	2	0.95
contig_3322_pilon_pilon	4.6706	3051	0.0000	100.0000	3051	3	7	0.6953	5	1.28
contig_1816_pilon_pilon	3.5668	10157	0.0000	100.0000	10157	4	7	0.6375	4	1.54
contig_2404_pilon_pilon	14.8040	129309	0.0000	99.7224	128950	278	290	0.6544	16	5.65
contig_2929_pilon_pilon	3.6587	18834	0.0000	100.0000	18834	17	20	0.6511	3	1.48
contig_3031_pilon_pilon	2.6332	6170	0.0000	91.0535	5618	5	8	0.6046	2	1.57
contig_1313_pilon_pilon	12.5747	75343	0.0000	100.0000	75343	162	172	0.6605	13	6.94
contig_1495_pilon_pilon	5.9014	7031	0.0000	100.0000	7031	8	9	0.6166	5	2.96
contig_697_pilon_pilon	2.6444	4913	0.0000	73.9263	3632	5	5	0.6743	3	2.18
contig_1294_pilon_pilon	21.4138	78073	0.0000	100.0000	78073	303	302	0.6504	15	24.58
contig_1512_pilon_pilon	20.6798	3342	0.0000	100.0000	3342	16	19	0.6306	24	9.13
contig_897_pilon_pilon	4.2264	32132	0.0000	95.3255	30630	36	41	0.6516	4	3.23
contig_588_pilon_pilon	14.4037	1501	0.0000	100.0000	1501	6	15	0.6560	14	1.85
