#ID	Avg_fold	Length	Ref_GC	Covered_percent	Covered_bases	Plus_reads	Minus_reads	Read_GC	Median_fold	Std_Dev
contig_8088_pilon_pilon_1	14.2658	9199	0.0000	100.0000	9199	29	35	0.6678	15	3.26
contig_13070_pilon_pilon_1	1.8648	2767	0.0000	68.2689	1889	1	7	0.5999	2	1.70
contig_14781_pilon_pilon_1	115.4521	3917	0.0000	100.0000	3917	525	52	0.6906	51	154.76
contig_4901_pilon_pilon_1	22.9831	27830	0.0000	100.0000	27830	161	155	0.6254	17	16.64
contig_7509_pilon_pilon_1	20.1753	50691	0.0000	100.0000	50691	257	288	0.6396	17	11.36
contig_10482_pilon_pilon_1	6.0209	10262	0.0000	100.0000	10262	33	27	0.6715	5	3.55
contig_6023_pilon_pilon_1	14.3440	42587	0.0000	100.0000	42587	128	129	0.6452	13	5.91
contig_10429_pilon_pilon_1	4.2132	4588	0.0000	100.0000	4588	9	4	0.6733	4	1.79
contig_3423_pilon_pilon_1	11.2419	3071	0.0000	100.0000	3071	9	17	0.6648	12	4.44
contig_3751_pilon_pilon_1	21.6469	98620	0.0000	100.0000	98620	428	443	0.6473	19	15.13
contig_5004_pilon_pilon_1	29.6420	39720	0.0000	100.0000	39720	315	307	0.6291	18	24.56
contig_14756_pilon_pilon_1	2.4898	982	0.0000	100.0000	982	2	2	0.6719	3	1.00
contig_6444_pilon_pilon_1	9.0905	10525	0.0000	95.8670	10090	50	44	0.6493	6	8.40
contig_14759_pilon_pilon_1	4.4476	11965	0.0000	99.7493	11935	23	20	0.5997	5	2.27
contig_14215_pilon_pilon_1	11.1403	11199	0.0000	100.0000	11199	31	35	0.6540	10	4.65
contig_13542_pilon_pilon_1	7.4491	7717	0.0000	100.0000	7717	20	19	0.6632	7	2.41
contig_14544_pilon_pilon_1	1.5462	7591	0.0000	84.4948	6414	5	6	0.5845	2	0.91
contig_14882_pilon_pilon_1	11.6687	3058	0.0000	100.0000	3058	18	19	0.6020	12	4.14
contig_11314_pilon_pilon_1	4.4484	16067	0.0000	99.9813	16064	18	28	0.6429	4	2.13
contig_6191_pilon_pilon_1	20.3114	92280	0.0000	100.0000	92280	606	613	0.6434	17	13.71
contig_8511_pilon_pilon_1	13.9219	20682	0.0000	100.0000	20682	47	62	0.6660	15	7.12
contig_3412_pilon_pilon_1	21.1599	229313	0.0000	100.0000	229313	792	758	0.6646	21	6.65
contig_4715_pilon_pilon_1	10.1618	8096	0.0000	99.9876	8095	25	30	0.6570	9	3.19
contig_15545_pilon_pilon_1	15.6578	17924	0.0000	100.0000	17924	74	77	0.6245	15	6.68
contig_2777_pilon_pilon_1	14.3227	20840	0.0000	100.0000	20840	90	112	0.6513	10	10.13
contig_16606_pilon_pilon_1	12.9116	10036	0.0000	100.0000	10036	33	53	0.6577	10	7.87
contig_3374_pilon_pilon_1	119.1253	92038	0.0000	99.9685	92009	1643	1461	0.6617	34	173.78
contig_662_pilon_pilon_1	7.2759	3556	0.0000	100.0000	3556	10	9	0.6997	7	1.82
contig_8766_pilon_pilon_1	1.7328	5572	0.0000	97.0388	5407	5	6	0.6465	2	0.96
contig_8192_pilon_pilon_1	7.4015	21021	0.0000	100.0000	21021	53	56	0.6507	7	3.14
contig_12511_pilon_pilon_1	2.9594	6471	0.0000	90.6506	5866	8	3	0.7039	3	1.56
contig_10805_pilon_pilon_1	7.8462	19851	0.0000	100.0000	19851	35	30	0.6981	5	5.57
contig_4567_pilon_pilon_1	20.2095	50037	0.0000	100.0000	50037	210	219	0.6584	20	8.77
contig_2213_pilon_pilon_1	25.9288	76868	0.0000	100.0000	76868	440	384	0.6595	19	20.68
contig_5080_pilon_pilon_1	17.4771	38843	0.0000	100.0000	38843	139	139	0.6481	16	7.06
contig_5581_pilon_pilon_1	8.2247	4423	0.0000	100.0000	4423	13	13	0.6705	9	2.02
contig_3392_pilon_pilon_1	30.0368	102301	0.0000	100.0000	102301	750	744	0.6649	20	34.79
contig_8579_pilon_pilon_1	3.8598	3374	0.0000	100.0000	3374	3	7	0.6110	4	1.37
contig_6758_pilon_pilon_1	13.9978	45609	0.0000	100.0000	45609	164	186	0.6374	13	7.15
contig_2609_pilon_pilon_1	25.0858	61999	0.0000	100.0000	61999	348	370	0.6454	23	11.25
contig_12779_pilon_pilon_1	5.8073	5521	0.0000	100.0000	5521	11	15	0.6820	6	1.22
