#ID	Avg_fold	Length	Ref_GC	Covered_percent	Covered_bases	Plus_reads	Minus_reads	Read_GC	Median_fold	Std_Dev
contig_931_pilon_pilon_1	16.9373	7305	0.0000	100.0000	7305	33	35	0.6334	17	2.56
contig_183_pilon_pilon_1	59.9105	907426	0.0000	100.0000	907426	8951	9656	0.6439	47	65.63
contig_92_pilon_pilon_1	51.6797	1961317	0.0000	100.0000	1961317	17806	18920	0.6559	46	29.12
contig_563_pilon_pilon_1	1.9973	5461	0.0000	96.6307	5277	11	10	0.6726	2	1.15
contig_734_pilon_pilon_1	25.7051	13162	0.0000	100.0000	13162	91	78	0.6136	23	11.66
contig_679_pilon_pilon_1	10.2964	7557	0.0000	100.0000	7557	32	24	0.6218	12	5.33
contig_409_pilon_pilon_1	0.8214	543	0.0000	82.1363	446	1	0	0.6414	1	0.38
contig_898_pilon_pilon_1	23.7243	4914	0.0000	100.0000	4914	48	51	0.6354	23	13.81
contig_865_pilon_pilon_1	48.8867	17046	0.0000	100.0000	17046	178	174	0.6436	45	10.29
contig_708_pilon_pilon_1	33.7406	9527	0.0000	100.0000	9527	100	97	0.6383	34	16.32
contig_315_pilon_pilon_1	6.3660	7579	0.0000	100.0000	7579	12	7	0.6624	6	1.38
contig_330_pilon_pilon_1	14.8934	15314	0.0000	98.7201	15118	123	93	0.6827	15	10.85
contig_863_pilon_pilon_1	20.5205	6561	0.0000	100.0000	6561	38	35	0.6644	20	3.70
contig_194_pilon_pilon_1	5.5402	2684	0.0000	99.4784	2670	5	16	0.6536	6	2.48
contig_568_pilon_pilon_1	3.0270	3262	0.0000	100.0000	3262	7	3	0.6621	2	1.99
contig_834_pilon_pilon_1	14.9759	2570	0.0000	98.8327	2540	27	30	0.6276	11	7.92
contig_710_pilon_pilon_1	7.4388	2183	0.0000	100.0000	2183	14	13	0.6428	8	1.51
contig_775_pilon_pilon_1	6.2762	4059	0.0000	100.0000	4059	17	12	0.5444	7	3.93
contig_732_pilon_pilon_1	10.2378	5253	0.0000	100.0000	5253	26	26	0.7271	9	3.94
contig_593_pilon_pilon_1	8.7762	4200	0.0000	99.8333	4193	22	20	0.5323	8	3.36
contig_569_pilon_pilon_1	18.0039	12123	0.0000	99.8268	12102	75	52	0.6752	17	5.75
contig_11_pilon_pilon_1	64.1026	1244456	0.0000	100.0000	1244456	14931	14937	0.6508	50	72.83
contig_176_pilon_pilon_1	6.5911	3409	0.0000	100.0000	3409	11	12	0.6225	6	3.21
contig_316_pilon_pilon_1	3.5239	2323	0.0000	100.0000	2323	4	11	0.6888	3	1.96
contig_477_pilon_pilon_1	39.9850	8212	0.0000	100.0000	8212	122	127	0.6485	46	19.93
contig_746_pilon_pilon_1	5.9169	1625	0.0000	97.9077	1591	5	16	0.5795	3	5.28
contig_235_pilon_pilon_1	10.0666	5927	0.0000	100.0000	5927	27	38	0.4407	9	4.25
contig_907_pilon_pilon_1	7.2650	1947	0.0000	100.0000	1947	10	15	0.6171	8	2.13
contig_187_pilon_pilon_1	6.0638	8117	0.0000	100.0000	8117	39	35	0.6244	4	5.01
contig_49_pilon_pilon_1	48.6308	1482945	0.0000	100.0000	1482945	12444	12730	0.6426	46	15.13
contig_526_pilon_pilon_1	11.2304	7496	0.0000	99.7332	7476	48	63	0.6529	8	8.47
contig_267_pilon_pilon_1	13.4196	5710	0.0000	100.0000	5710	48	33	0.6202	12	5.57
contig_941_pilon_pilon_1	9.3637	4759	0.0000	96.8481	4609	41	24	0.5762	7	6.93
contig_954_pilon_pilon_1	117.1797	10864	0.0000	100.0000	10864	282	295	0.6733	117	14.00
contig_107_pilon_pilon_1	53.6977	821707	0.0000	100.0000	821707	7878	7812	0.6471	48	22.83
contig_533_pilon_pilon_1	7.9372	20243	0.0000	100.0000	20243	79	56	0.6651	6	5.79
contig_870_pilon_pilon_1	4.5175	14941	0.0000	93.6015	13985	36	42	0.5921	5	2.77
contig_738_pilon_pilon_1	6.3264	3631	0.0000	100.0000	3631	14	15	0.6906	7	1.77
contig_487_pilon_pilon_1	4.9562	7120	0.0000	99.9579	7117	27	38	0.6563	3	6.99
contig_178_pilon_pilon_1	49.6447	236682	0.0000	100.0000	236682	1935	1917	0.6570	47	11.88
contig_421_pilon_pilon_1	1.8278	6398	0.0000	93.7480	5998	7	14	0.6521	1	1.59
contig_483_pilon_pilon_1	21.1309	9333	0.0000	99.3785	9275	65	85	0.6428	13	20.11
contig_479_pilon_pilon_1	5.1350	2422	0.0000	99.9174	2420	12	19	0.6426	4	2.76
contig_182_pilon_pilon_1	3.9716	2074	0.0000	99.3732	2061	5	12	0.6214	2	3.35
contig_344_pilon_pilon_1	13.4051	4623	0.0000	99.4809	4599	50	46	0.6251	10	12.12
contig_42_pilon_pilon_1	49.4268	3015506	0.0000	100.0000	3015506	25410	25562	0.6513	46	17.14
contig_551_pilon_pilon_1	6.7502	5848	0.0000	100.0000	5848	15	20	0.5985	7	2.27
contig_191_pilon_pilon_1	97.0895	10777	0.0000	100.0000	10777	256	289	0.6408	110	34.57
contig_36_pilon_pilon_1	49.6027	7330895	0.0000	100.0000	7330895	60024	60430	0.6520	46	17.62
contig_404_pilon_pilon_1	23.0926	5464	0.0000	100.0000	5464	74	77	0.6686	26	18.51
contig_946_pilon_pilon_1	43.2163	67369	0.0000	100.0000	67369	610	564	0.6509	40	13.25
contig_422_pilon_pilon_1	17.3625	6678	0.0000	100.0000	6678	60	49	0.6090	15	10.39
contig_111_pilon_pilon_1	55.9337	2263275	0.0000	100.0000	2263275	22087	22621	0.6505	46	60.18
contig_67_pilon_pilon_1	51.7401	989904	0.0000	100.0000	989904	9436	9211	0.6549	46	22.91
contig_682_pilon_pilon_1	9.1993	4289	0.0000	99.7902	4280	20	16	0.6472	10	3.37
contig_663_pilon_pilon_1	14.5059	2366	0.0000	100.0000	2366	22	31	0.6496	16	5.97
contig_77_pilon_pilon_1	50.8537	3369442	0.0000	100.0000	3369442	29502	29726	0.6510	47	20.88
contig_622_pilon_pilon_1	2.9767	2402	0.0000	100.0000	2402	9	4	0.5729	2	1.50
contig_939_pilon_pilon_1	2.8881	1698	0.0000	86.2191	1464	6	2	0.7066	3	1.76
contig_485_pilon_pilon_1	12.3164	15791	0.0000	99.5884	15726	53	101	0.8026	12	6.70
contig_61_pilon_pilon_1	53.1277	476480	0.0000	100.0000	476480	4565	4711	0.6462	50	18.58
contig_88_pilon_pilon_1	51.1773	1157525	0.0000	100.0000	1157525	10296	9747	0.6494	48	15.89
contig_492_pilon_pilon_1	24.6488	2221	0.0000	100.0000	2221	31	25	0.5302	22	5.38
contig_33_pilon_pilon_1	48.5205	5363505	0.0000	100.0000	5363505	41992	41975	0.6522	46	15.32
contig_44_pilon_pilon_1	48.3640	3389747	0.0000	100.0000	3389747	28817	28728	0.6484	46	17.77
contig_243_pilon_pilon_1	136.4737	24133	0.0000	100.0000	24133	582	842	0.7563	150	62.61
contig_600_pilon_pilon_1	13.8802	6260	0.0000	100.0000	6260	26	38	0.6527	14	4.39
contig_651_pilon_pilon_1	8.5942	4189	0.0000	100.0000	4189	7	14	0.6329	9	2.68
contig_794_pilon_pilon_1	8.2931	6666	0.0000	96.5647	6437	29	29	0.6373	8	4.92
contig_815_pilon_pilon_1	8.5971	5587	0.0000	100.0000	5587	34	38	0.6070	7	4.50
contig_504_pilon_pilon_1	9.7407	2414	0.0000	94.9047	2291	19	19	0.6532	9	5.88
contig_658_pilon_pilon_1	7.3010	2475	0.0000	99.6768	2467	18	19	0.3589	5	6.07
contig_859_pilon_pilon_1	13.0704	10517	0.0000	99.8003	10496	154	104	0.6093	9	13.60
contig_735_pilon_pilon_1	8.5210	13335	0.0000	100.0000	13335	44	53	0.6149	8	4.89
contig_507_pilon_pilon_1	4.1126	2620	0.0000	99.8855	2617	15	2	0.6889	4	1.55
contig_116_pilon_pilon_1	10.8786	2307	0.0000	98.1795	2265	21	26	0.6363	13	7.74
contig_862_pilon_pilon_1	6.0314	5986	0.0000	98.6803	5907	17	22	0.5574	5	3.79
