#ID	Avg_fold	Length	Ref_GC	Covered_percent	Covered_bases	Plus_reads	Minus_reads	Read_GC	Median_fold	Std_Dev
contig_1995_pilon_pilon_1	4.3330	10829	0.0000	99.8615	10814	21	25	0.6336	4	2.07
contig_7203_pilon_pilon_1	6.0219	3699	0.0000	90.8354	3360	22	6	0.6003	4	4.95
contig_3694_pilon_pilon_1	10.6546	4149	0.0000	98.9877	4107	22	24	0.6628	3	12.20
contig_7192_pilon_pilon_1	31.2283	25499	0.0000	100.0000	25499	123	125	0.6553	30	9.20
contig_5742_pilon_pilon_1	2.9859	4553	0.0000	97.9574	4460	7	9	0.6483	3	2.25
contig_2596_pilon_pilon_1	7.9355	10256	0.0000	99.9902	10255	27	16	0.6597	8	2.19
contig_3700_pilon_pilon_1	9.3408	9590	0.0000	100.0000	9590	31	30	0.6494	9	4.60
contig_5149_pilon_pilon_1	23.2071	15810	0.0000	100.0000	15810	71	70	0.6337	23	8.30
contig_6657_pilon_pilon_1	33.9447	46068	0.0000	100.0000	46068	201	188	0.6446	34	9.82
contig_6083_pilon_pilon_1	11.6600	8444	0.0000	100.0000	8444	26	27	0.6427	11	2.45
contig_1884_pilon_pilon_1	9.0336	7232	0.0000	100.0000	7232	38	18	0.6070	9	4.40
contig_1476_pilon_pilon_1	33.5651	87839	0.0000	100.0000	87839	339	308	0.6594	33	6.81
contig_5647_pilon_pilon_1	4.0350	5707	0.0000	98.7559	5636	9	8	0.6422	4	1.96
contig_5169_pilon_pilon_1	6.5585	10515	0.0000	100.0000	10515	36	24	0.6404	6	4.15
contig_5642_pilon_pilon_1	3.1627	15110	0.0000	95.0033	14355	13	17	0.6615	3	1.49
contig_4660_pilon_pilon_1	39.3580	196345	0.0000	100.0000	196345	1413	1337	0.6560	38	15.76
contig_6978_pilon_pilon_1	10.2163	9069	0.0000	100.0000	9069	15	19	0.6659	10	2.37
contig_4739_pilon_pilon_1	39.3484	69650	0.0000	100.0000	69650	368	358	0.6556	38	11.44
contig_3326_pilon_pilon_1	27.6706	49753	0.0000	100.0000	49753	195	154	0.6618	28	8.00
