#ID	Avg_fold	Length	Ref_GC	Covered_percent	Covered_bases	Plus_reads	Minus_reads	Read_GC	Median_fold	Std_Dev
contig_15775_pilon_pilon_1	10.6699	14543	0.0000	100.0000	14543	30	62	0.6617	10	5.20
contig_14986_pilon_pilon_1	4.7614	5524	0.0000	100.0000	5524	25	24	0.6515	3	5.03
contig_18314_pilon_pilon_1	7.0523	4937	0.0000	100.0000	4937	9	7	0.6552	7	1.40
contig_5219_pilon_pilon_1	8.9542	11022	0.0000	100.0000	11022	19	22	0.6571	9	4.04
contig_8346_pilon_pilon_1	18.5369	13390	0.0000	100.0000	13390	111	74	0.6545	15	14.98
contig_12247_pilon_pilon_1	15.1665	15680	0.0000	100.0000	15680	52	46	0.6681	15	4.06
contig_17724_pilon_pilon_1	8.0608	6812	0.0000	100.0000	6812	10	14	0.6234	8	2.07
contig_1017_pilon_pilon_1	25.0320	2153	0.0000	100.0000	2153	27	12	0.6530	24	2.85
contig_7169_pilon_pilon_1	3.4775	11819	0.0000	98.3501	11624	33	30	0.6061	3	3.20
contig_17814_pilon_pilon_1	14.3481	16664	0.0000	100.0000	16664	50	35	0.6142	15	2.96
contig_13302_pilon_pilon_1	3.3176	3888	0.0000	97.9938	3810	6	2	0.6730	4	1.32
contig_12546_pilon_pilon_1	11.9636	16345	0.0000	100.0000	16345	54	46	0.6569	10	6.14
contig_17062_pilon_pilon_1	20.4974	27208	0.0000	100.0000	27208	105	115	0.6347	20	6.93
contig_8593_pilon_pilon_1	4.5790	17115	0.0000	100.0000	17115	20	16	0.6636	2	4.10
contig_4199_pilon_pilon_1	3.5364	3270	0.0000	100.0000	3270	8	2	0.6438	3	0.85
contig_8225_pilon_pilon_1	6.6447	10885	0.0000	99.9449	10879	15	15	0.6556	5	4.06
contig_17405_pilon_pilon_1	13.5465	17629	0.0000	100.0000	17629	42	58	0.6520	14	4.33
contig_9266_pilon_pilon_1	2.5072	12294	0.0000	99.8211	12272	13	20	0.6541	2	1.96
contig_5947_pilon_pilon_1	12.4858	15899	0.0000	100.0000	15899	61	45	0.6243	13	4.93
contig_6725_pilon_pilon_1	5.0516	3705	0.0000	89.2578	3307	14	20	0.6142	5	4.28
contig_5998_pilon_pilon_1	28.4649	85348	0.0000	100.0000	85348	588	585	0.6525	25	29.74
contig_18405_pilon_pilon_1	11.6032	5058	0.0000	100.0000	5058	16	16	0.6926	10	2.85
contig_17843_pilon_pilon_1	21.6261	9678	0.0000	100.0000	9678	78	71	0.5707	11	17.51
