#ID	Avg_fold	Length	Ref_GC	Covered_percent	Covered_bases	Plus_reads	Minus_reads	Read_GC	Median_fold	Std_Dev
contig_2075_pilon_pilon_1	27.0049	27032	0.0000	100.0000	27032	138	181	0.6560	26	6.75
contig_7385_pilon_pilon_1	14.2051	11782	0.0000	99.9915	11781	40	45	0.6649	14	3.84
contig_11985_pilon_pilon_1	3.1203	2378	0.0000	86.1648	2049	3	5	0.5992	2	2.59
contig_16110_pilon_pilon_1	18.6051	6642	0.0000	100.0000	6642	35	41	0.6536	18	4.49
contig_9401_pilon_pilon_1	19.4116	3030	0.0000	100.0000	3030	26	37	0.6336	16	6.49
contig_11472_pilon_pilon_1	5.4427	3447	0.0000	99.5648	3432	7	7	0.6816	5	2.83
contig_7986_pilon_pilon_1	33.4249	3448	0.0000	100.0000	3448	61	55	0.6662	31	12.77
contig_394_pilon_pilon_1	33.0797	13941	0.0000	100.0000	13941	148	148	0.6402	32	17.33
contig_8847_pilon_pilon_1	12.6850	6819	0.0000	99.4134	6779	17	26	0.6283	13	3.21
contig_15240_pilon_pilon_1	59.8917	14120	0.0000	100.0000	14120	176	201	0.6341	59	9.52
contig_5507_pilon_pilon_1	40.3962	29716	0.0000	100.0000	29716	233	254	0.6689	36	20.36
contig_6062_pilon_pilon_1	31.3337	17074	0.0000	100.0000	17074	140	142	0.6566	24	14.62
contig_9582_pilon_pilon_1	10.9918	3794	0.0000	100.0000	3794	13	16	0.5792	11	3.07
contig_7883_pilon_pilon_1	13.9584	19814	0.0000	100.0000	19814	70	96	0.6486	13	12.12
contig_8132_pilon_pilon_1	32.6447	86512	0.0000	100.0000	86512	577	572	0.6529	32	9.83
contig_11803_pilon_pilon_1	5.7078	4518	0.0000	96.4365	4357	21	15	0.6297	4	3.81
contig_9498_pilon_pilon_1	10.1285	6349	0.0000	99.9685	6347	25	24	0.6452	10	4.16
contig_4293_pilon_pilon_1	29.0141	16488	0.0000	100.0000	16488	98	80	0.6681	29	6.77
contig_10789_pilon_pilon_1	1.2321	1943	0.0000	60.3706	1173	3	2	0.6290	1	1.17
contig_4004_pilon_pilon_1	32.0570	20129	0.0000	100.0000	20129	149	149	0.6604	34	8.76
contig_16176_pilon_pilon_1	22.4979	18662	0.0000	100.0000	18662	136	111	0.6603	21	12.28
contig_3444_pilon_pilon_1	15.7047	3501	0.0000	100.0000	3501	20	22	0.6618	15	2.45
contig_3780_pilon_pilon_1	32.5729	58867	0.0000	100.0000	58867	390	409	0.6627	32	11.45
contig_11089_pilon_pilon_1	6.4967	5271	0.0000	100.0000	5271	10	3	0.6470	7	1.51
contig_11108_pilon_pilon_1	3.2429	2585	0.0000	94.5455	2444	9	5	0.5916	3	2.16
contig_13164_pilon_pilon_1	43.5907	9707	0.0000	100.0000	9707	165	193	0.5896	41	18.63
contig_14463_pilon_pilon_1	2.3160	3006	0.0000	99.8004	3000	2	3	0.6928	2	0.64
contig_3321_pilon_pilon_1	22.1343	9538	0.0000	100.0000	9538	62	82	0.6417	19	11.29
contig_2085_pilon_pilon_1	21.0129	11502	0.0000	100.0000	11502	61	61	0.6317	20	8.74
contig_13704_pilon_pilon_1	8.0346	2140	0.0000	100.0000	2140	7	11	0.6813	8	1.48
