#ID	Avg_fold	Length	Ref_GC	Covered_percent	Covered_bases	Plus_reads	Minus_reads	Read_GC	Median_fold	Std_Dev
contig_1	32.8989	309647	0.0000	100.0000	309647	2961	2772	0.6582	21	43.33
contig_1002	2.7809	502	0.0000	96.6135	485	1	4	0.0000	3	1.41
contig_1003	42.4322	128201	0.0000	100.0000	128201	1429	1447	0.6507	25	42.22
contig_1007	5.2894	2025	0.0000	99.8519	2022	10	7	0.6249	4	3.41
contig_1008	6.7199	3556	0.0000	95.6412	3401	16	17	0.6437	7	3.39
contig_1009	7.1747	3263	0.0000	100.0000	3263	7	12	0.6231	8	2.42
contig_101	2.8784	518	0.0000	92.6641	480	3	2	0.0000	3	1.87
contig_1014	28.6603	581839	0.0000	100.0000	581839	4858	4913	0.6499	22	25.26
contig_1019	23.4874	591124	0.0000	99.9601	590888	4076	4057	0.6532	21	12.39
contig_102	3.9561	638	0.0000	96.8652	618	4	2	0.5890	4	1.68
contig_1020	8.4763	2087	0.0000	100.0000	2087	15	10	0.6448	9	1.69
contig_1022	23.1423	313348	0.0000	99.9761	313273	2291	2220	0.6499	20	15.75
contig_1024	37.9072	58534	0.0000	99.9812	58523	805	752	0.6547	24	36.18
contig_1026	8.4761	5005	0.0000	100.0000	5005	16	20	0.6105	8	2.77
contig_1027	1.9950	597	0.0000	88.4422	528	1	2	0.0000	2	0.98
contig_103	2.4138	1073	0.0000	89.4688	960	1	3	0.0000	2	1.24
contig_1030	27.1966	546081	0.0000	100.0000	546081	4535	4554	0.6592	21	29.83
contig_1032	3.6511	1072	0.0000	99.7201	1069	5	4	0.6969	4	2.23
contig_1033	2.3500	2186	0.0000	83.2571	1820	3	6	0.6706	2	1.54
contig_1034	2.7435	803	0.0000	100.0000	803	3	1	0.0000	3	0.47
contig_1035	5.8180	1808	0.0000	100.0000	1808	14	5	0.6104	4	3.50
contig_1036	28.8044	99767	0.0000	100.0000	99767	815	814	0.6568	21	27.71
contig_1037	1.2522	813	0.0000	75.5228	614	1	1	0.0000	1	0.82
contig_1039	0.7515	511	0.0000	75.1468	384	2	0	0.7467	1	0.43
contig_104	9.3812	3381	0.0000	100.0000	3381	12	25	0.6188	10	2.57
contig_1045	9.5881	3197	0.0000	99.6559	3186	15	19	0.6590	10	2.31
contig_1046	12.6568	1515	0.0000	93.7294	1420	10	21	0.6503	13	6.48
contig_1047	6.1221	950	0.0000	94.9474	902	6	5	0.0000	6	2.81
contig_1048	46.4364	378044	0.0000	100.0000	378044	4898	4674	0.6616	20	116.17
contig_1049	2.4763	1159	0.0000	89.7325	1040	3	2	0.6324	3	1.56
contig_1050	7.2246	3615	0.0000	100.0000	3615	15	17	0.6248	7	2.81
contig_1051	12.8461	1462	0.0000	100.0000	1462	13	8	0.6476	13	1.55
contig_1052	7.4091	550	0.0000	99.8182	549	5	6	0.7018	8	2.44
contig_1054	2.4703	555	0.0000	100.0000	555	2	2	0.5994	3	1.07
contig_1057	16.6388	1888	0.0000	99.8941	1886	13	20	0.6089	16	3.43
contig_1058	24.2494	518145	0.0000	100.0000	518145	3734	3707	0.6455	20	20.78
contig_1059	5.0063	1107	0.0000	100.0000	1107	5	4	0.6323	5	1.20
contig_1060	4.2076	2538	0.0000	66.8243	1696	7	7	0.6009	5	3.51
contig_1062	6.6661	3609	0.0000	100.0000	3609	17	10	0.6695	7	2.92
contig_1063	8.6821	1733	0.0000	99.7115	1728	17	12	0.7884	7	6.20
contig_1066	16.8098	3843	0.0000	100.0000	3843	26	34	0.6404	20	7.95
contig_1067	12.7233	2851	0.0000	99.8597	2847	14	19	0.6455	12	3.92
contig_1068	19.9135	38656	0.0000	100.0000	38656	213	212	0.6519	20	4.87
contig_1069	31.9902	1428	0.0000	100.0000	1428	35	24	0.7243	31	10.12
contig_1070	15.9607	2364	0.0000	100.0000	2364	18	15	0.6398	16	2.36
contig_1071	14.2939	1647	0.0000	99.6964	1642	19	14	0.0000	15	6.40
contig_1072	21.1366	133867	0.0000	99.8678	133690	904	980	0.6507	19	9.31
contig_1073	8.9022	2107	0.0000	100.0000	2107	13	15	0.6497	8	5.11
contig_1074	5.0705	1022	0.0000	99.5108	1017	4	5	0.6522	5	1.07
contig_1078	3.3447	586	0.0000	100.0000	586	3	3	0.6940	3	1.11
contig_1081	22.9714	76779	0.0000	99.2850	76230	576	560	0.6622	20	11.95
contig_1082	13.2752	854	0.0000	100.0000	854	8	10	0.5979	13	0.77
contig_1083	23.9783	259194	0.0000	100.0000	259194	1853	1716	0.6540	21	16.29
contig_1084	6.4453	2266	0.0000	99.9117	2264	7	11	0.5954	6	2.71
contig_1086	4.7428	1287	0.0000	100.0000	1287	3	7	0.6512	5	1.90
contig_1093	24.8108	543089	0.0000	100.0000	543089	3852	3866	0.6505	21	17.87
contig_1094	14.1247	914	0.0000	100.0000	914	15	14	0.6193	17	6.93
contig_1095	0.3400	750	0.0000	34.0000	255	1	0	0.0000	0	0.47
contig_1097	25.7299	227923	0.0000	100.0000	227923	1772	1704	0.6604	21	15.43
contig_1099	2.6168	561	0.0000	90.9091	510	1	3	0.0000	3	1.29
contig_1105	25.9291	665103	0.0000	100.0000	665103	4861	4925	0.6513	22	14.91
contig_1107	2.0276	653	0.0000	75.8040	495	2	2	0.7529	2	1.50
contig_1109	7.3876	4760	0.0000	100.0000	4760	15	18	0.7060	7	2.80
contig_1112	2.6771	994	0.0000	87.7264	872	0	4	0.5704	3	1.22
contig_1113	4.8440	1186	0.0000	96.6273	1146	5	11	0.6853	5	3.47
contig_1116	4.8707	2522	0.0000	100.0000	2522	11	8	0.6013	4	2.43
contig_1117	3.0214	3700	0.0000	95.2162	3523	4	9	0.6922	3	1.64
contig_1119	4.5310	840	0.0000	84.4048	709	6	2	0.0000	5	2.79
contig_1120	23.7215	885298	0.0000	99.9338	884712	6263	6220	0.6516	21	14.95
contig_1121	14.9864	4718	0.0000	100.0000	4718	26	23	0.6133	15	3.77
contig_1122	2.6562	634	0.0000	90.3785	573	3	1	0.6154	3	1.21
contig_1123	2.5694	1930	0.0000	72.7979	1405	4	7	0.6556	2	2.87
contig_1124	8.1664	4146	0.0000	100.0000	4146	16	11	0.6418	10	3.71
contig_1125	15.4494	1760	0.0000	100.0000	1760	27	22	0.6370	13	14.34
contig_1126	6.9009	747	0.0000	97.8581	731	2	10	0.6146	8	2.87
contig_1127	4.8694	1340	0.0000	95.0000	1273	3	6	0.5914	5	2.85
contig_1129	1.7231	549	0.0000	77.4135	425	2	1	0.0000	2	1.13
contig_113	5.0250	2520	0.0000	100.0000	2520	7	7	0.6647	5	2.05
contig_1130	23.2296	264951	0.0000	100.0000	264951	1794	1792	0.6402	22	9.44
contig_1133	1.4818	1399	0.0000	76.9836	1077	3	2	0.6738	1	1.37
contig_1134	29.5284	207321	0.0000	100.0000	207321	1616	1730	0.6528	24	19.82
contig_1136	2.0455	615	0.0000	100.0000	615	0	3	0.0000	2	0.29
contig_1139	6.2253	506	0.0000	100.0000	506	8	4	0.6775	7	3.19
contig_1140	6.4137	1037	0.0000	99.7107	1034	3	11	0.6588	6	2.64
contig_1141	7.1536	1790	0.0000	100.0000	1790	8	9	0.7250	7	2.73
contig_1142	67.5742	411028	0.0000	100.0000	411028	22559	12031	0.5525	20	508.47
contig_1143	21.3925	1060	0.0000	100.0000	1060	20	18	0.6470	23	7.92
contig_1144	2.4751	623	0.0000	98.5554	614	0	3	0.6247	3	0.81
contig_1145	8.9328	3201	0.0000	100.0000	3201	14	8	0.6481	10	3.13
contig_1146	0.5763	642	0.0000	57.6324	370	1	0	0.6294	1	0.49
contig_1147	6.8858	2425	0.0000	100.0000	2425	7	6	0.6671	8	2.32
contig_1148	15.5292	1166	0.0000	99.9142	1165	19	16	0.6892	19	8.18
contig_1150	20.8131	2252	0.0000	100.0000	2252	19	17	0.6462	22	2.64
contig_1152	28.8878	342905	0.0000	99.9440	342713	2850	2928	0.6578	23	24.91
contig_1153	6.3832	4136	0.0000	92.9159	3843	13	14	0.6032	7	2.88
contig_1154	4.3866	2742	0.0000	100.0000	2742	9	7	0.6835	4	1.92
contig_1156	1.3790	591	0.0000	55.1607	326	1	2	0.0000	1	1.34
contig_1157	26.2705	284030	0.0000	100.0000	284030	2264	2290	0.6612	21	22.97
contig_1159	1.9486	564	0.0000	91.8440	518	1	2	0.0000	2	0.99
contig_116	1.0778	540	0.0000	85.9259	464	1	1	0.0000	1	0.60
contig_1160	2.2655	678	0.0000	99.7050	676	2	1	0.0000	2	0.60
contig_1161	5.5856	2266	0.0000	100.0000	2266	6	7	0.6345	6	2.77
