#ID	Avg_fold	Length	Ref_GC	Covered_percent	Covered_bases	Plus_reads	Minus_reads	Read_GC	Median_fold	Std_Dev
contig_1	3.6717	143518	0.0000	97.4157	139809	29	40	0.6551	4	1.87
contig_10	6.0966	84486	0.0000	100.0000	84486	37	28	0.6293	6	2.13
contig_100	4.5221	9297	0.0000	100.0000	9297	7	6	0.7299	4	1.65
contig_1001	7.9740	44872	0.0000	99.9978	44871	24	29	0.6780	6	5.60
contig_1002	7.6883	111375	0.0000	98.5455	109755	48	57	0.7233	8	2.99
contig_1003	4.8116	93352	0.0000	99.6883	93061	36	40	0.6618	4	3.57
contig_1004	8.8097	209448	0.0000	100.0000	209448	86	91	0.6662	9	3.56
contig_1005	2.2851	23648	0.0000	100.0000	23648	3	5	0.6798	2	0.73
contig_1006	2.8518	27303	0.0000	99.9890	27300	6	9	0.6485	3	1.04
contig_1008	3.7734	29248	0.0000	100.0000	29248	8	10	0.6451	4	1.24
contig_1009	0.0000	6256	0.0000	0.0000	0	0	0	0.0000	0	0.00
contig_1010	2.0607	14686	0.0000	100.0000	14686	3	1	0.0000	2	0.84
contig_1011	6.6468	21658	0.0000	100.0000	21658	5	9	0.6749	6	1.35
contig_1012	0.9625	12353	0.0000	84.2306	10405	2	4	0.6894	1	0.58
contig_1013	1.9533	1650	0.0000	100.0000	1650	1	1	0.6223	2	0.22
contig_1014	0.6509	3114	0.0000	47.0135	1464	2	1	0.0000	0	0.77
contig_1015	4.4222	22842	0.0000	100.0000	22842	7	7	0.6341	4	1.52
contig_1016	4.1286	10327	0.0000	89.6001	9253	2	7	0.0000	5	2.29
contig_1017	4.3275	41533	0.0000	90.3137	37510	12	10	0.6692	4	2.24
contig_1018	0.1663	4685	0.0000	16.6275	779	0	1	0.0000	0	0.37
contig_1019	2.3358	10617	0.0000	100.0000	10617	6	5	0.6579	2	0.96
contig_102	3.0326	11324	0.0000	100.0000	11324	5	5	0.6649	2	1.49
contig_1020	0.2463	8081	0.0000	24.6257	1990	3	1	0.0000	0	0.43
contig_1021	0.3084	4935	0.0000	18.1763	897	2	0	0.6141	0	0.68
contig_1022	2.9530	4637	0.0000	100.0000	4637	3	3	0.6549	2	1.24
contig_1023	4.4862	51636	0.0000	100.0000	51636	15	17	0.6721	5	1.80
contig_1024	3.9844	63926	0.0000	100.0000	63926	24	14	0.6550	4	1.13
contig_1025	6.0536	47334	0.0000	99.5796	47135	20	18	0.6450	5	2.38
contig_1026	1.2244	10635	0.0000	58.4297	6214	3	8	0.6009	1	1.34
contig_1027	2.3491	8679	0.0000	100.0000	8679	3	3	0.6106	2	0.73
contig_1028	5.4168	58956	0.0000	97.3319	57383	18	20	0.6780	6	2.18
contig_1031	5.5703	129783	0.0000	94.7666	122991	42	42	0.6581	5	2.49
contig_1032	5.6055	142133	0.0000	100.0000	142133	63	72	0.6537	4	4.07
contig_1033	7.0680	15637	0.0000	69.0158	10792	12	13	0.6508	10	5.06
contig_1034	9.6958	36161	0.0000	100.0000	36161	31	21	0.6580	9	4.54
contig_1035	10.0040	82473	0.0000	100.0000	82473	53	65	0.6614	8	5.97
contig_1036	1.6619	69660	0.0000	90.3862	62963	15	16	0.6791	2	1.02
contig_1037	4.3291	239458	0.0000	99.2036	237551	82	87	0.6530	4	2.52
contig_1038	7.5748	221264	0.0000	100.0000	221264	105	86	0.6595	7	4.09
