#ID	Avg_fold	Length	Ref_GC	Covered_percent	Covered_bases	Plus_reads	Minus_reads	Read_GC	Median_fold	Std_Dev
contig_100	6.9096	1040	0.0000	100.0000	1040	8	3	0.7033	8	2.63
contig_10000	1.2601	938	0.0000	100.0000	938	2	1	0.6735	1	0.44
contig_10001	0.0000	665	0.0000	0.0000	0	0	0	0.0000	0	0.00
contig_10002	0.0000	916	0.0000	0.0000	0	0	0	0.0000	0	0.00
contig_10003	0.0000	636	0.0000	0.0000	0	0	0	0.0000	0	0.00
contig_10004	0.0000	545	0.0000	0.0000	0	0	0	0.0000	0	0.00
contig_10007	0.3274	559	0.0000	18.6047	104	1	1	0.6798	0	0.71
contig_1001	0.0000	755	0.0000	0.0000	0	0	0	0.0000	0	0.00
contig_10013	0.0000	504	0.0000	0.0000	0	0	0	0.0000	0	0.00
contig_10014	0.8216	740	0.0000	82.1622	608	1	0	0.0000	1	0.38
contig_10015	3.7248	1755	0.0000	99.8291	1752	6	3	0.6254	4	1.51
contig_10018	0.0000	1763	0.0000	0.0000	0	0	0	0.0000	0	0.00
contig_10023	0.2782	834	0.0000	27.8177	232	0	1	0.0000	0	0.45
contig_10025	1.3036	2490	0.0000	27.4297	683	6	3	0.5853	0	2.26
contig_10027	0.6460	517	0.0000	64.6035	334	1	0	0.0000	1	0.48
contig_10029	0.0000	1183	0.0000	0.0000	0	0	0	0.0000	0	0.00
contig_10030	0.0761	1222	0.0000	7.6105	93	0	1	0.6596	0	0.27
contig_10032	1.1633	2413	0.0000	59.7596	1442	3	3	0.6670	1	1.06
contig_10035	25.7846	2540	0.0000	100.0000	2540	28	31	0.5875	27	4.94
contig_10038	21.5000	3300	0.0000	100.0000	3300	18	17	0.6533	21	2.97
contig_10039	0.0000	555	0.0000	0.0000	0	0	0	0.0000	0	0.00
contig_10040	0.0000	700	0.0000	0.0000	0	0	0	0.0000	0	0.00
contig_10043	0.0000	912	0.0000	0.0000	0	0	0	0.0000	0	0.00
