#ID	Avg_fold	Length	Ref_GC	Covered_percent	Covered_bases	Plus_reads	Minus_reads	Read_GC	Median_fold	Std_Dev
contig_1	1.3032	6683	0.0000	74.0835	4951	8	6	0.6198	1	1.13
contig_10001	0.5250	1219	0.0000	42.1657	514	1	1	0.0000	0	0.68
contig_10002	0.0000	1000	0.0000	0.0000	0	0	0	0.0000	0	0.00
contig_10003	1.7463	536	0.0000	99.4403	533	2	1	0.6353	2	0.45
contig_10004	4.3969	2862	0.0000	99.9301	2860	11	9	0.6142	3	2.58
contig_10005	0.1199	592	0.0000	11.9932	71	1	0	0.0000	0	0.32
contig_10006	1.3752	813	0.0000	100.0000	813	2	1	0.5674	1	0.49
contig_10007	0.4351	793	0.0000	43.5057	345	1	0	0.5923	0	0.50
contig_10008	3.6373	1464	0.0000	99.8634	1462	3	8	0.6373	3	1.73
contig_10009	2.1059	1067	0.0000	99.7188	1064	1	2	0.6351	3	0.95
contig_1001	2.0294	545	0.0000	82.3853	449	3	0	0.6412	3	1.17
contig_10010	7.1154	1491	0.0000	99.6647	1486	10	8	0.6726	8	2.58
contig_10011	3.7778	783	0.0000	96.5517	756	5	2	0.7467	3	1.67
contig_10015	2.5025	800	0.0000	99.6250	797	1	4	0.5805	2	0.87
contig_10016	0.9161	822	0.0000	91.6058	753	0	1	0.6215	1	0.28
contig_10017	1.1846	1284	0.0000	93.3801	1199	3	0	0.6755	1	0.53
contig_10018	1.1665	991	0.0000	100.0000	991	1	1	0.6486	1	0.37
contig_10019	1.4105	1888	0.0000	88.4004	1669	5	1	0.6365	1	0.89
contig_1002	3.2222	2934	0.0000	100.0000	2934	11	2	0.6406	4	1.35
contig_10022	1.2521	2697	0.0000	87.0226	2347	2	2	0.6894	1	0.67
contig_10023	0.7581	2811	0.0000	75.8093	2131	0	2	0.0000	1	0.43
contig_10024	0.5252	556	0.0000	52.5180	292	1	0	0.6409	1	0.50
contig_10025	2.9589	1361	0.0000	90.8156	1236	1	4	0.6208	4	1.41
contig_10026	2.0403	2236	0.0000	99.8658	2233	5	3	0.6551	2	0.67
contig_10028	1.1679	816	0.0000	100.0000	816	0	2	0.5843	1	0.38
contig_10029	1.4105	609	0.0000	100.0000	609	1	1	0.6545	1	0.49
contig_10031	0.0000	521	0.0000	0.0000	0	0	0	0.0000	0	0.00
contig_10033	11.3923	1430	0.0000	100.0000	1430	11	12	0.6222	12	2.76
contig_10035	5.2067	508	0.0000	99.4094	505	6	3	0.6300	5	1.71
contig_10036	1.2089	1058	0.0000	59.3573	628	2	2	0.5912	1	1.26
contig_10037	0.9459	462	0.0000	94.5887	437	1	0	0.0000	1	0.23
contig_10039	1.3492	650	0.0000	81.5385	530	0	2	0.4477	2	0.77
contig_10042	0.8661	575	0.0000	70.4348	405	2	1	0.8462	1	0.66
contig_10043	2.3252	907	0.0000	99.7795	905	3	1	0.5822	2	0.96
contig_10044	2.1036	618	0.0000	98.8673	611	3	0	0.6797	2	0.68
contig_10045	2.3338	1597	0.0000	100.0000	1597	4	2	0.6462	2	1.72
contig_10047	2.0759	3730	0.0000	86.3539	3221	11	8	0.6710	2	1.91
contig_10053	0.9429	964	0.0000	84.5436	815	1	1	0.5796	1	0.50
contig_10054	4.6996	556	0.0000	100.0000	556	3	7	0.6355	4	2.32
contig_10057	2.5366	505	0.0000	100.0000	505	2	1	0.6092	3	0.83
contig_10058	1.0000	569	0.0000	100.0000	569	0	1	0.6745	1	0.04
contig_10060	2.2031	1487	0.0000	100.0000	1487	2	3	0.6212	2	0.68
contig_10061	0.3258	534	0.0000	32.5843	174	0	1	0.0000	0	0.47
