#ID	Avg_fold	Length	Ref_GC	Covered_percent	Covered_bases	Plus_reads	Minus_reads	Read_GC	Median_fold	Std_Dev
contig_1000	7.2618	197443	0.0000	96.6274	190784	212	201	0.6551	5	7.59
contig_10000	6.4807	35029	0.0000	100.0000	35029	29	39	0.6677	6	2.31
contig_10001	1.9260	31487	0.0000	74.9929	23613	19	21	0.6438	2	1.79
contig_10002	1.9624	4170	0.0000	96.6427	4030	4	2	0.6283	1	1.30
contig_10003	2.0700	3386	0.0000	61.1931	2072	6	1	0.6939	2	1.89
contig_10004	6.4303	59533	0.0000	100.0000	59533	54	65	0.6485	6	3.11
contig_10005	8.2863	11898	0.0000	100.0000	11898	14	11	0.6534	8	1.44
contig_10006	1.3925	6296	0.0000	73.1099	4603	0	5	0.5326	2	0.96
contig_10007	3.9749	9114	0.0000	100.0000	9114	9	6	0.6718	3	2.44
contig_10008	1.5397	7319	0.0000	82.1970	6016	4	5	0.6233	2	1.04
contig_10009	2.3581	26309	0.0000	86.8372	22846	20	20	0.6424	2	1.58
contig_1001	7.0809	123767	0.0000	98.1295	121452	132	165	0.6620	5	6.14
contig_10010	3.3167	23185	0.0000	97.2310	22543	18	15	0.6401	3	1.53
contig_10011	0.8179	2312	0.0000	50.5623	1169	3	0	0.0000	1	0.93
contig_10012	0.0000	644	0.0000	0.0000	0	0	0	0.0000	0	0.00
contig_10013	1.8455	1223	0.0000	99.8365	1221	2	0	0.6545	2	0.37
contig_10014	0.0000	1064	0.0000	0.0000	0	0	0	0.0000	0	0.00
contig_10015	7.2459	66212	0.0000	100.0000	66212	68	71	0.6533	8	2.90
contig_10016	3.5811	21344	0.0000	100.0000	21344	11	12	0.6544	3	1.81
contig_10017	1.6909	18137	0.0000	90.6324	16438	9	7	0.6732	1	1.01
contig_10018	0.5733	2962	0.0000	57.3261	1698	1	1	0.0000	1	0.49
contig_10019	3.3270	7357	0.0000	99.9320	7352	3	5	0.7082	3	1.27
contig_10021	0.5136	4550	0.0000	39.5165	1798	4	3	0.5894	0	0.70
contig_10022	2.9747	8033	0.0000	100.0000	8033	10	5	0.6355	3	1.29
contig_10023	1.5290	6817	0.0000	82.2649	5608	3	3	0.0000	2	0.95
contig_10024	4.1341	8021	0.0000	100.0000	8021	10	5	0.6232	4	0.76
contig_10025	1.7541	3990	0.0000	100.0000	3990	3	2	0.6038	2	0.76
contig_10026	5.8467	8143	0.0000	100.0000	8143	8	7	0.6139	6	1.49
contig_10027	0.4710	3777	0.0000	47.1009	1779	1	0	0.0000	0	0.50
contig_10028	4.9111	13719	0.0000	92.2370	12654	13	18	0.6518	6	2.67
contig_10029	4.3993	13808	0.0000	89.2888	12329	15	15	0.7074	4	2.94
contig_1003	4.2747	37320	0.0000	93.6254	34941	33	27	0.6556	5	2.01
contig_10030	3.2450	4804	0.0000	100.0000	4804	4	5	0.6077	3	1.91
contig_10031	2.8819	11742	0.0000	100.0000	11742	5	6	0.6156	3	1.04
contig_10032	4.4773	14239	0.0000	100.0000	14239	10	16	0.6663	4	1.13
contig_10033	3.2509	10352	0.0000	99.9807	10350	3	6	0.6732	3	1.27
contig_10036	2.4650	9489	0.0000	96.8279	9188	5	5	0.6815	2	1.01
contig_10037	3.1809	7489	0.0000	100.0000	7489	4	4	0.7010	3	1.43
contig_10038	2.6016	7479	0.0000	100.0000	7479	5	6	0.6601	3	1.09
contig_10039	3.7652	7124	0.0000	99.9439	7120	7	6	0.6350	3	1.75
contig_1004	7.0807	42047	0.0000	100.0000	42047	48	37	0.6474	6	3.34
contig_10042	0.1345	1881	0.0000	13.4503	253	0	1	0.6758	0	0.34
contig_10043	0.5285	3124	0.0000	41.4213	1294	3	1	0.0000	0	0.69
contig_10045	2.9079	4442	0.0000	100.0000	4442	3	2	0.6249	3	0.53
contig_10046	0.6498	2313	0.0000	64.9805	1503	3	0	0.6212	1	0.48
contig_10047	0.8961	3090	0.0000	75.7929	2342	5	2	0.7108	1	0.68
contig_10048	2.2522	8149	0.0000	99.9141	8142	3	5	0.6553	3	0.86
contig_10049	2.7954	13341	0.0000	98.0211	13077	12	10	0.6738	3	1.27
