#ID	Avg_fold	Length	Ref_GC	Covered_percent	Covered_bases	Plus_reads	Minus_reads	Read_GC	Median_fold	Std_Dev
contig_1	0.6074	180753	0.0000	43.1500	77995	25	24	0.6593	0	0.84
contig_10	0.2657	57109	0.0000	26.0344	14868	3	2	0.6339	0	0.45
contig_10000	0.1658	4223	0.0000	16.5759	700	1	1	0.6949	0	0.37
contig_10001	0.0000	949	0.0000	0.0000	0	0	0	0.0000	0	0.00
contig_10002	0.0000	1335	0.0000	0.0000	0	0	0	0.0000	0	0.00
contig_10003	1.7304	920	0.0000	91.7391	844	1	1	0.0000	2	0.60
contig_10005	0.4750	403089	0.0000	37.7740	152263	23	29	0.5512	0	0.69
contig_10006	1.7728	31613	0.0000	89.5834	28320	9	10	0.6729	1	1.22
contig_10007	0.0841	8304	0.0000	8.4056	698	1	0	0.6737	0	0.28
contig_10008	0.2066	3189	0.0000	20.6648	659	0	1	0.0000	0	0.40
contig_10015	0.4283	18336	0.0000	22.6222	4148	4	1	0.0000	0	0.88
contig_10016	1.3688	75912	0.0000	67.5400	51271	15	20	0.6768	1	1.24
contig_10022	0.5967	3608	0.0000	55.0998	1988	1	1	0.5887	1	0.58
contig_10023	0.4312	10425	0.0000	43.1175	4495	2	1	0.0000	0	0.50
contig_10024	0.4143	2363	0.0000	28.7347	679	2	1	0.0000	0	0.75
contig_10026	0.0000	588	0.0000	0.0000	0	0	0	0.0000	0	0.00
contig_10027	0.6565	3362	0.0000	53.7478	1807	1	2	0.6339	1	0.68
contig_10029	0.3363	36857	0.0000	26.7113	9845	4	5	0.6576	0	0.60
contig_10030	0.0000	4780	0.0000	0.0000	0	0	0	0.0000	0	0.00
contig_10031	0.1410	21105	0.0000	14.0962	2975	2	2	0.0000	0	0.35
contig_10033	0.7011	2693	0.0000	70.1077	1888	1	0	0.5684	1	0.46
contig_10034	0.0737	11777	0.0000	7.3703	868	0	2	0.6680	0	0.26
contig_10035	0.1767	3543	0.0000	17.6686	626	1	0	0.0000	0	0.38
contig_10036	0.1710	6660	0.0000	13.6486	909	1	1	0.5084	0	0.46
contig_10037	2.2059	8532	0.0000	42.3465	3613	9	2	0.7344	0	2.73
contig_10038	0.2136	1320	0.0000	21.3636	282	0	1	0.8199	0	0.41
contig_10039	0.1227	3333	0.0000	12.2712	409	0	1	0.0000	0	0.33
contig_1004	0.8589	38866	0.0000	45.1294	17540	16	7	0.6568	0	1.45
contig_10040	0.0000	727	0.0000	0.0000	0	0	0	0.0000	0	0.00
contig_10041	0.0000	712	0.0000	0.0000	0	0	0	0.0000	0	0.00
contig_10042	0.0000	108	0.0000	0.0000	0	0	0	0.0000	0	0.00
contig_10043	0.3679	1109	0.0000	36.7899	408	0	1	0.0000	0	0.48
contig_10044	0.9069	38321	0.0000	65.3741	25052	5	6	0.6752	1	0.78
contig_10045	0.1576	13539	0.0000	15.7619	2134	0	1	0.0000	0	0.36
contig_10046	1.4675	50614	0.0000	81.0863	41041	14	9	0.6796	1	1.31
contig_10048	0.8837	7652	0.0000	88.3691	6762	0	1	0.0000	1	0.32
contig_10049	0.6269	42706	0.0000	49.3444	21073	1	9	0.6516	0	0.78
contig_10050	0.0000	1976	0.0000	0.0000	0	0	0	0.0000	0	0.00
contig_10052	0.4247	1905	0.0000	42.4672	809	1	0	0.0000	0	0.49
contig_10053	0.3217	2521	0.0000	32.1698	811	1	0	0.6535	0	0.47
contig_10055	0.6510	2507	0.0000	65.0977	1632	0	1	0.0000	1	0.48
contig_10057	0.1013	4363	0.0000	6.8072	297	1	1	0.6807	0	0.40
contig_10059	0.0000	2131	0.0000	0.0000	0	0	0	0.0000	0	0.00
contig_10061	0.0000	627	0.0000	0.0000	0	0	0	0.0000	0	0.00
contig_10062	0.0000	713	0.0000	0.0000	0	0	0	0.0000	0	0.00
contig_10064	0.0000	938	0.0000	0.0000	0	0	0	0.0000	0	0.00
