#ID	Avg_fold	Length	Ref_GC	Covered_percent	Covered_bases	Plus_reads	Minus_reads	Read_GC	Median_fold	Std_Dev
contig_1	10.6719	156202	0.0000	100.0000	156202	185	225	0.6822	11	3.55
contig_10	10.0803	675862	0.0000	100.0000	675862	778	762	0.6611	10	4.01
contig_100	13.8008	120092	0.0000	100.0000	120092	191	204	0.6539	10	12.45
contig_1000	10.4276	60547	0.0000	100.0000	60547	77	87	0.6830	10	3.89
contig_1004	10.3359	6794	0.0000	99.7939	6780	17	9	0.7027	11	2.41
contig_1009	13.7272	190422	0.0000	100.0000	190422	237	211	0.6662	14	4.01
contig_101	5.4058	24761	0.0000	91.2160	22586	25	35	0.6520	2	5.86
contig_1010	17.5300	65619	0.0000	100.0000	65619	108	122	0.6581	18	4.34
contig_1011	8.4859	88466	0.0000	100.0000	88466	98	89	0.6596	9	3.23
contig_1013	10.2865	481368	0.0000	100.0000	481368	563	539	0.6568	9	5.22
contig_1014	11.7735	309749	0.0000	100.0000	309749	379	419	0.6542	11	5.87
contig_1015	9.5017	75978	0.0000	100.0000	75978	89	85	0.6651	9	3.52
contig_1016	21.7957	28941	0.0000	100.0000	28941	86	94	0.6761	10	17.57
contig_1017	19.0429	264965	0.0000	100.0000	264965	460	457	0.6706	17	9.32
contig_1018	21.1721	7428	0.0000	100.0000	7428	33	27	0.7075	24	7.17
contig_1019	4.4655	25572	0.0000	100.0000	25572	23	25	0.6643	5	1.84
contig_102	13.9242	116446	0.0000	100.0000	116446	187	185	0.6556	12	7.06
contig_1020	7.7305	10950	0.0000	100.0000	10950	10	15	0.6874	8	1.51
contig_1021	9.5728	422927	0.0000	100.0000	422927	475	457	0.6618	9	3.76
contig_1024	11.2383	19843	0.0000	100.0000	19843	21	26	0.6481	11	1.97
contig_1025	15.7055	106404	0.0000	100.0000	106404	176	151	0.6602	15	3.63
contig_1026	16.4259	85645	0.0000	100.0000	85645	116	240	0.6758	12	13.19
contig_1028	5.2185	7835	0.0000	100.0000	7835	13	8	0.6448	5	1.51
contig_103	1.1922	2060	0.0000	66.5049	1370	0	5	0.0000	1	1.02
contig_1030	3.6368	200161	0.0000	100.0000	200161	57	63	0.5722	3	1.59
contig_1034	1.3504	802	0.0000	100.0000	802	3	0	0.0000	1	0.48
contig_1035	3.3457	1403	0.0000	100.0000	1403	3	3	0.8385	3	0.53
contig_104	12.6813	400646	0.0000	100.0000	400646	492	479	0.6566	12	4.15
contig_1041	62.9725	77556	0.0000	100.0000	77556	215	403	0.7725	45	49.93
contig_1042	27.4338	53026	0.0000	99.7982	52919	136	195	0.7769	17	24.55
contig_1043	20.6971	26928	0.0000	100.0000	26928	101	71	0.7899	23	12.43
contig_1044	1.9349	8798	0.0000	87.7699	7722	7	8	0.6484	2	1.32
contig_1045	1.5577	10789	0.0000	79.4142	8568	10	7	0.6220	2	1.07
contig_1046	2.0193	5789	0.0000	92.1748	5336	4	5	0.0000	2	1.15
contig_1047	1.5669	7036	0.0000	85.3610	6006	4	8	0.6622	1	1.00
contig_105	12.3925	272876	0.0000	100.0000	272876	462	417	0.6818	12	5.28
contig_1052	0.7438	921	0.0000	74.3757	685	1	0	0.0000	1	0.44
contig_1054	2.6000	1825	0.0000	92.9863	1697	4	5	0.6706	1	2.06
contig_1057	3.0203	3298	0.0000	100.0000	3298	3	4	0.0000	3	0.96
contig_1058	10.3932	239872	0.0000	100.0000	239872	266	267	0.6541	10	3.44
contig_1059	9.2837	123310	0.0000	99.9968	123306	118	123	0.6335	9	2.81
contig_106	10.3095	79264	0.0000	100.0000	79264	112	98	0.6499	9	5.43
contig_1060	9.8358	68801	0.0000	100.0000	68801	73	73	0.6757	9	3.49
contig_1061	10.8673	118912	0.0000	100.0000	118912	150	151	0.6571	10	4.49
contig_1062	10.5102	103597	0.0000	99.9981	103595	114	108	0.6610	10	3.18
contig_1063	3.5143	1610	0.0000	98.8199	1591	2	6	0.5606	3	1.20
contig_1064	1.5354	1683	0.0000	82.1747	1383	2	3	0.0000	1	1.46
contig_1065	5.7500	996	0.0000	100.0000	996	4	3	0.5990	6	0.78
contig_1066	13.8595	66155	0.0000	100.0000	66155	86	101	0.6390	13	5.11
contig_1067	0.4895	4441	0.0000	39.0002	1732	4	3	0.5657	0	0.67
contig_1068	2.1445	2726	0.0000	99.5598	2714	2	3	0.6425	2	0.93
contig_1069	6.1897	12334	0.0000	100.0000	12334	16	9	0.6345	6	1.99
contig_107	9.7284	765469	0.0000	100.0000	765469	832	816	0.6611	9	3.63
contig_1070	2.3837	10493	0.0000	97.8652	10269	13	6	0.6461	2	1.12
contig_1071	3.1192	6578	0.0000	100.0000	6578	3	7	0.6042	3	1.43
contig_1072	1.3203	5985	0.0000	75.8229	4538	4	4	0.0000	2	0.87
contig_1073	8.6497	15714	0.0000	100.0000	15714	21	15	0.6473	8	1.64
contig_1074	3.3787	12427	0.0000	97.8917	12165	10	10	0.5809	4	1.64
contig_1075	1.7579	3825	0.0000	74.6405	2855	7	3	0.6233	2	1.34
contig_1076	2.2350	3825	0.0000	95.7908	3664	7	2	0.6038	2	1.47
contig_1077	14.0698	65520	0.0000	100.0000	65520	110	86	0.6445	15	4.61
contig_1078	8.9042	33833	0.0000	100.0000	33833	58	48	0.6461	9	3.58
contig_1079	5.6286	20944	0.0000	99.9618	20936	21	10	0.6501	6	2.16
contig_108	13.6566	121658	0.0000	100.0000	121658	214	201	0.6483	9	13.89
contig_1080	3.3202	11841	0.0000	88.3625	10463	14	8	0.6368	4	1.83
contig_1081	5.6152	15294	0.0000	100.0000	15294	16	11	0.6389	6	1.68
contig_1082	9.4727	102413	0.0000	100.0000	102413	110	106	0.6419	9	3.07
contig_1084	8.3726	8636	0.0000	99.9421	8631	23	16	0.6044	9	6.11
contig_1085	18.4729	10195	0.0000	100.0000	10195	16	19	0.6503	17	2.71
contig_1086	10.7037	300897	0.0000	99.9997	300896	345	363	0.6513	10	3.67
contig_1087	11.5780	144636	0.0000	100.0000	144636	156	215	0.6462	11	3.27
contig_1089	14.2535	64457	0.0000	100.0000	64457	109	100	0.6528	14	5.04
contig_109	11.5010	135084	0.0000	100.0000	135084	160	174	0.6585	11	4.90
contig_1090	4.8381	11223	0.0000	100.0000	11223	10	12	0.6670	5	1.64
contig_1091	11.4124	339295	0.0000	99.9994	339293	436	448	0.6571	10	5.30
contig_1096	13.1478	40828	0.0000	100.0000	40828	63	65	0.6556	14	4.63
contig_1097	10.9193	359472	0.0000	100.0000	359472	463	449	0.6600	10	4.68
contig_1098	9.6013	126170	0.0000	100.0000	126170	181	148	0.6465	9	3.85
contig_1099	12.2096	13438	0.0000	100.0000	13438	15	30	0.6343	12	2.82
contig_11	14.3678	131567	0.0000	100.0000	131567	231	219	0.6707	12	7.87
contig_110	8.9841	196969	0.0000	100.0000	196969	211	214	0.6588	9	3.07
contig_1100	12.6596	79678	0.0000	100.0000	79678	108	91	0.6602	13	3.63
contig_1101	10.3554	415324	0.0000	99.9990	415320	478	463	0.6605	10	4.85
contig_1102	16.6409	62926	0.0000	100.0000	62926	98	97	0.6632	18	4.47
contig_1103	11.7869	104484	0.0000	100.0000	104484	177	116	0.6601	11	4.60
contig_1104	6.7129	30722	0.0000	100.0000	30722	34	37	0.6557	7	2.08
contig_1105	16.9936	8883	0.0000	100.0000	8883	11	16	0.6335	17	1.32
contig_1106	8.6202	34856	0.0000	99.9369	34834	42	44	0.6476	8	4.04
contig_1107	8.4341	108692	0.0000	100.0000	108692	126	127	0.6526	8	4.03
contig_1108	10.2807	52514	0.0000	100.0000	52514	74	70	0.6641	10	2.64
contig_1109	11.2797	59783	0.0000	100.0000	59783	75	68	0.6428	11	2.35
contig_111	11.7424	692177	0.0000	100.0000	692177	861	857	0.6624	10	7.39
contig_1110	10.2021	31985	0.0000	100.0000	31985	34	35	0.6457	10	1.46
contig_1111	7.4313	129058	0.0000	100.0000	129058	146	131	0.6583	7	2.48
contig_1112	9.1599	104217	0.0000	100.0000	104217	111	104	0.6571	8	3.98
contig_1114	9.8418	207313	0.0000	100.0000	207313	224	199	0.6493	10	3.86
contig_1115	10.4123	195660	0.0000	100.0000	195660	228	210	0.6523	10	3.69
contig_1116	9.5152	274438	0.0000	100.0000	274438	322	338	0.6650	9	3.52
contig_1117	0.0000	819	0.0000	0.0000	0	0	0	0.0000	0	0.00
contig_1118	13.7128	59267	0.0000	100.0000	59267	78	65	0.6531	13	4.77
contig_1119	7.5598	33325	0.0000	99.0398	33005	25	25	0.6519	8	2.96
contig_112	12.6696	246263	0.0000	100.0000	246263	293	330	0.6532	12	4.47
contig_1120	6.7161	37894	0.0000	100.0000	37894	32	27	0.6433	7	1.72
contig_1121	3.5560	15960	0.0000	100.0000	15960	10	10	0.6080	2	2.61
contig_1122	9.9915	15126	0.0000	100.0000	15126	19	14	0.6542	10	2.80
contig_1123	5.6298	20387	0.0000	98.5775	20097	20	22	0.6597	6	2.39
contig_1124	5.9316	21464	0.0000	96.4079	20693	20	33	0.6669	7	3.55
contig_1125	10.2906	325277	0.0000	100.0000	325277	382	372	0.6540	9	4.89
contig_1128	2.5140	20432	0.0000	92.7711	18955	13	14	0.6731	2	1.30
contig_1129	6.3378	38412	0.0000	98.6931	37910	36	33	0.6629	6	3.10
contig_113	10.7906	126965	0.0000	100.0000	126965	148	134	0.6523	10	3.45
contig_1130	1.1530	3661	0.0000	99.0440	3626	1	1	0.6804	1	0.39
contig_1131	5.2483	2678	0.0000	99.8506	2674	8	5	0.6629	6	3.17
contig_1132	12.1069	74485	0.0000	100.0000	74485	86	111	0.6531	12	3.01
contig_1133	12.8527	157057	0.0000	100.0000	157057	179	183	0.6594	13	3.82
contig_1134	7.1588	46191	0.0000	100.0000	46191	54	46	0.6521	7	2.87
contig_1135	11.4684	82485	0.0000	100.0000	82485	117	119	0.6556	11	3.73
contig_1136	13.3509	92680	0.0000	100.0000	92680	137	122	0.6581	12	4.59
contig_114	9.1923	89357	0.0000	100.0000	89357	110	119	0.6518	9	3.00
contig_1141	10.9018	93907	0.0000	100.0000	93907	106	108	0.6558	11	5.02
contig_1142	10.3378	402620	0.0000	100.0000	402620	435	472	0.6572	10	4.28
contig_1143	11.7507	99016	0.0000	99.9980	99014	132	99	0.6656	12	3.99
contig_1144	8.3151	70241	0.0000	100.0000	70241	108	92	0.6623	7	4.43
contig_1145	13.9983	51404	0.0000	100.0000	51404	71	73	0.6668	14	2.83
contig_1146	10.4487	24564	0.0000	100.0000	24564	20	24	0.6439	11	3.01
contig_1147	8.8845	29373	0.0000	99.9898	29370	29	28	0.6328	9	2.69
contig_1148	1.5062	2355	0.0000	56.8577	1339	3	4	0.6320	1	1.73
contig_115	12.7910	176004	0.0000	100.0000	176004	233	269	0.6591	12	6.02
contig_1150	0.8650	7043	0.0000	62.3172	4389	6	3	0.6237	1	0.84
contig_1151	0.3998	4907	0.0000	36.0098	1767	4	1	0.6773	0	0.57
contig_1152	8.6113	74391	0.0000	100.0000	74391	85	79	0.6582	9	2.26
contig_1153	9.8471	84729	0.0000	100.0000	84729	110	110	0.6567	9	3.78
contig_1154	103.3015	123709	0.0000	100.0000	123709	488	1050	0.7979	9	234.94
contig_1155	9.1973	176617	0.0000	100.0000	176617	195	199	0.6458	9	2.86
contig_1156	14.4748	88306	0.0000	100.0000	88306	123	124	0.6556	15	3.95
contig_1157	10.2000	22562	0.0000	100.0000	22562	28	33	0.6441	10	1.97
contig_1158	6.6857	22030	0.0000	99.9818	22026	30	19	0.6256	7	2.39
contig_1159	4.9762	16273	0.0000	100.0000	16273	15	16	0.6636	4	1.84
contig_116	13.6517	208680	0.0000	100.0000	208680	312	342	0.6621	12	7.30
contig_1160	3.7026	13909	0.0000	100.0000	13909	9	15	0.6840	3	1.72
contig_1161	4.3956	7035	0.0000	100.0000	7035	14	12	0.6576	4	1.73
contig_1162	3.6684	8105	0.0000	99.9753	8103	12	11	0.6943	3	1.58
contig_1163	17.4915	22919	0.0000	100.0000	22919	33	43	0.6695	18	5.01
contig_1164	0.0000	904	0.0000	0.0000	0	0	0	0.0000	0	0.00
contig_1168	11.0452	114000	0.0000	100.0000	114000	148	148	0.6486	11	3.65
contig_117	10.6274	306000	0.0000	100.0000	306000	410	386	0.6559	9	6.32
contig_1170	0.1605	810	0.0000	16.0494	130	0	1	0.0000	0	0.37
contig_1171	3.8857	6817	0.0000	99.9413	6813	10	7	0.6841	3	2.55
contig_1172	11.6546	77817	0.0000	100.0000	77817	106	96	0.6470	12	4.21
contig_1173	10.8037	121904	0.0000	100.0000	121904	146	150	0.6512	11	3.51
contig_1174	3.9284	4678	0.0000	100.0000	4678	4	6	0.7018	4	1.55
contig_1175	12.6075	239271	0.0000	100.0000	239271	346	482	0.6256	11	8.64
contig_1177	11.0464	238955	0.0000	100.0000	238955	285	296	0.6777	11	3.61
contig_1178	17.4849	28735	0.0000	100.0000	28735	66	64	0.6617	15	9.43
contig_1179	9.2769	12186	0.0000	100.0000	12186	14	26	0.6523	10	3.00
contig_118	9.8375	649553	0.0000	100.0000	649553	720	681	0.6538	10	3.41
contig_1180	10.9815	16874	0.0000	100.0000	16874	50	71	0.6592	10	8.69
contig_1181	10.5339	119553	0.0000	98.1857	117384	199	146	0.6797	10	4.47
contig_1186	9.7045	401668	0.0000	100.0000	401668	465	433	0.6629	9	3.66
contig_1188	0.0000	1689	0.0000	0.0000	0	0	0	0.0000	0	0.00
contig_1190	9.3591	18937	0.0000	100.0000	18937	23	29	0.6813	9	3.55
contig_1193	7.6531	32391	0.0000	99.9938	32389	34	33	0.6287	8	3.11
contig_1194	10.2618	109210	0.0000	100.0000	109210	125	129	0.6552	10	3.17
contig_1195	14.4408	41457	0.0000	100.0000	41457	45	55	0.6660	15	3.53
contig_1198	6.2496	20180	0.0000	99.8464	20149	13	23	0.6696	6	2.70
contig_1199	5.1839	12064	0.0000	99.9088	12053	9	13	0.6723	5	2.23
contig_12	10.0172	176416	0.0000	100.0000	176416	179	198	0.6519	10	3.04
contig_120	15.8244	102708	0.0000	100.0000	102708	202	187	0.6448	10	16.28
contig_1200	10.4155	352607	0.0000	100.0000	352607	380	364	0.6619	10	3.68
contig_1201	10.4153	212217	0.0000	100.0000	212217	230	196	0.6680	10	2.42
contig_1202	11.1186	141025	0.0000	100.0000	141025	162	180	0.6175	10	3.63
contig_1203	14.5493	152047	0.0000	100.0000	152047	203	211	0.6549	15	3.76
contig_1204	7.3050	30549	0.0000	99.9967	30548	31	31	0.6683	7	2.29
contig_1205	6.3911	22269	0.0000	100.0000	22269	23	16	0.6582	6	1.68
contig_1206	3.9733	9151	0.0000	100.0000	9151	10	11	0.5992	4	1.28
contig_1207	2.7502	6022	0.0000	100.0000	6022	6	3	0.6954	3	0.65
contig_1208	2.7997	3230	0.0000	100.0000	3230	6	4	0.6362	2	0.99
contig_1209	3.3307	13004	0.0000	98.7696	12844	19	18	0.6335	3	1.69
contig_121	12.7684	198613	0.0000	100.0000	198613	256	265	0.6588	13	3.12
contig_1210	2.4286	7496	0.0000	96.3847	7225	6	9	0.6244	2	1.31
contig_1211	3.1619	10171	0.0000	100.0000	10171	10	12	0.6434	3	1.38
contig_1212	2.3906	7791	0.0000	84.0200	6546	5	4	0.5858	3	1.50
contig_1213	10.6743	148689	0.0000	100.0000	148689	132	167	0.6575	10	3.85
contig_1215	19.6638	3183	0.0000	100.0000	3183	15	9	0.6432	19	1.46
contig_1216	11.6118	80086	0.0000	100.0000	80086	111	128	0.6651	12	4.86
contig_1217	0.9769	4935	0.0000	71.1854	3513	3	3	0.5803	1	0.80
contig_1218	0.9132	4701	0.0000	63.9438	3006	2	3	0.0000	1	0.85
contig_1219	11.3942	174096	0.0000	100.0000	174096	165	183	0.6473	12	3.15
contig_122	9.3831	981420	0.0000	100.0000	981420	1086	1064	0.6628	9	3.06
contig_1220	2.5059	4509	0.0000	85.1187	3838	4	6	0.0000	3	1.43
contig_1222	14.1908	44275	0.0000	100.0000	44275	71	59	0.6590	15	5.31
contig_1223	11.2974	117795	0.0000	100.0000	117795	156	142	0.6519	10	3.52
contig_1224	8.2078	138950	0.0000	100.0000	138950	141	152	0.6625	8	2.69
contig_1225	6.5590	22164	0.0000	100.0000	22164	30	17	0.6438	7	3.13
contig_1226	9.5313	310792	0.0000	100.0000	310792	360	360	0.6535	9	3.64
contig_1227	9.3836	48659	0.0000	100.0000	48659	72	59	0.6672	9	3.96
contig_1228	2.8182	6704	0.0000	92.5716	6206	4	7	0.6883	3	1.57
contig_1229	3.5984	9957	0.0000	99.9197	9949	12	6	0.6548	3	2.32
contig_123	10.0785	456272	0.0000	100.0000	456272	548	548	0.6501	9	4.33
contig_1230	7.9649	10400	0.0000	100.0000	10400	17	16	0.6825	8	1.63
contig_1231	6.6879	13534	0.0000	100.0000	13534	21	20	0.6719	7	2.11
contig_1232	2.1459	4118	0.0000	94.5362	3893	2	5	0.6756	2	1.13
contig_1233	9.5398	343512	0.0000	100.0000	343512	317	349	0.6691	9	3.16
contig_1234	0.0000	748	0.0000	0.0000	0	0	0	0.0000	0	0.00
contig_1235	10.0460	115814	0.0000	100.0000	115814	157	161	0.6455	10	3.99
contig_1236	8.4274	213781	0.0000	100.0000	213781	210	230	0.6509	8	3.25
contig_1237	13.6020	83522	0.0000	100.0000	83522	123	116	0.6553	14	2.46
contig_1238	10.0710	47931	0.0000	100.0000	47931	48	55	0.6421	10	3.48
contig_1239	10.3740	253027	0.0000	100.0000	253027	341	321	0.6536	9	5.37
contig_124	10.1234	1477328	0.0000	99.9576	1476702	1713	1755	0.6542	10	4.63
contig_1240	8.8798	43296	0.0000	100.0000	43296	56	41	0.6472	8	3.15
contig_1241	12.9404	28159	0.0000	100.0000	28159	33	33	0.6414	13	3.16
contig_1242	0.7565	846	0.0000	75.6501	640	1	1	0.0000	1	0.43
contig_1244	1.9895	8984	0.0000	79.1296	7109	4	6	0.6632	2	1.24
