#ID	Avg_fold	Length	Ref_GC	Covered_percent	Covered_bases	Plus_reads	Minus_reads	Read_GC	Median_fold	Std_Dev
contig_9044_pilon_pilon_1	11.8080	1177	0.0000	100.0000	1177	12	10	0.6371	12	1.79
contig_19653_pilon_pilon_1	22.7721	2071	0.0000	100.0000	2071	29	28	0.6265	23	3.42
contig_44901_pilon_pilon_1	13.7407	1593	0.0000	100.0000	1593	17	16	0.6693	13	2.01
contig_42091_pilon_pilon_1	14.1569	2524	0.0000	100.0000	2524	27	22	0.6615	14	2.83
contig_7597_pilon_pilon_1	12.4826	2847	0.0000	100.0000	2847	25	24	0.6917	12	9.38
contig_31515_pilon_pilon_1	22.3455	12748	0.0000	100.0000	12748	219	191	0.6612	21	9.08
contig_21345_pilon_pilon_1	31.6621	20095	0.0000	100.0000	20095	417	508	0.6469	24	24.60
contig_21033_pilon_pilon_1	38.5765	4970	0.0000	100.0000	4970	161	168	0.6573	16	37.01
contig_33874_pilon_pilon_1	105.3769	4120	0.0000	100.0000	4120	341	383	0.6218	31	133.55
contig_3414_pilon_pilon_1	12.4335	526	0.0000	100.0000	526	11	11	0.7099	11	4.20
contig_44224_pilon_pilon_1	15.9745	3136	0.0000	100.0000	3136	46	37	0.6856	12	9.82
contig_47394_pilon_pilon_1	16.6175	4031	0.0000	100.0000	4031	46	49	0.6196	18	7.61
contig_28815_pilon_pilon_1	17.7610	4581	0.0000	100.0000	4581	73	71	0.6198	17	8.31
contig_2859_pilon_pilon_1	10.8883	564	0.0000	100.0000	564	15	9	0.6442	11	3.85
contig_36188_pilon_pilon_1	19.9240	3541	0.0000	100.0000	3541	66	59	0.6434	23	8.03
contig_24430_pilon_pilon_1	64.3633	2601	0.0000	100.0000	2601	162	187	0.6377	41	52.67
contig_37713_pilon_pilon_1	17.4900	3112	0.0000	99.8393	3107	50	84	0.6160	7	20.35
contig_23371_pilon_pilon_1	46.5946	3286	0.0000	100.0000	3286	118	134	0.6779	12	50.94
contig_17954_pilon_pilon_1	24.1992	4894	0.0000	100.0000	4894	131	133	0.6302	20	18.84
contig_20846_pilon_pilon_1	22.9943	2792	0.0000	99.6777	2783	53	64	0.6059	21	5.59
contig_12166_pilon_pilon_1	45.4137	713	0.0000	100.0000	713	53	46	0.6085	56	22.84
contig_23243_pilon_pilon_1	64.7757	18347	0.0000	100.0000	18347	855	875	0.6363	36	52.95
contig_36073_pilon_pilon_1	10.5287	1587	0.0000	100.0000	1587	17	13	0.7125	9	5.52
contig_31214_pilon_pilon_1	44.7631	5830	0.0000	100.0000	5830	191	175	0.6446	32	25.38
contig_10665_pilon_pilon_1	6.8180	2907	0.0000	99.7592	2900	18	22	0.6510	7	1.79
contig_33914_pilon_pilon_1	66.1348	2173	0.0000	100.0000	2173	137	179	0.6211	16	80.17
contig_16474_pilon_pilon_1	82.8682	15269	0.0000	100.0000	15269	1245	1210	0.6431	30	190.33
contig_26050_pilon_pilon_1	21.4675	1617	0.0000	100.0000	1617	36	22	0.6132	29	13.74
contig_27622_pilon_pilon_1	16.7755	7560	0.0000	100.0000	7560	89	93	0.6152	18	6.15
contig_31418_pilon_pilon_1	23.2822	3923	0.0000	100.0000	3923	65	66	0.6421	24	4.21
contig_22998_pilon_pilon_1	18.4006	4905	0.0000	100.0000	4905	72	80	0.6529	19	6.99
contig_23325_pilon_pilon_1	23.5459	1821	0.0000	100.0000	1821	39	40	0.6801	22	5.01
contig_41924_pilon_pilon_1	23.7516	2983	0.0000	99.6312	2972	116	88	0.6643	11	25.55
contig_30606_pilon_pilon_1	18.2496	1318	0.0000	100.0000	1318	28	18	0.6196	19	5.67
contig_36270_pilon_pilon_1	9.5816	3664	0.0000	98.1168	3595	26	31	0.6923	10	4.59
contig_25173_pilon_pilon_1	20.8277	5567	0.0000	100.0000	5567	105	83	0.6486	14	20.08
contig_19462_pilon_pilon_1	41.3322	4834	0.0000	100.0000	4834	155	139	0.6594	31	29.87
contig_35493_pilon_pilon_1	11.8652	2796	0.0000	100.0000	2796	29	22	0.6372	13	3.11
contig_25237_pilon_pilon_1	31.3761	27838	0.0000	100.0000	27838	680	631	0.6531	23	34.88
contig_21718_pilon_pilon_1	217.6706	5437	0.0000	100.0000	5437	982	1009	0.7751	19	370.15
contig_15470_pilon_pilon_1	12.2894	1092	0.0000	100.0000	1092	14	13	0.6264	12	1.89
contig_6412_pilon_pilon_1	217.5633	861	0.0000	100.0000	861	178	183	0.6262	236	69.85
contig_22729_pilon_pilon_1	26.6518	6418	0.0000	100.0000	6418	156	152	0.6329	24	14.95
contig_43139_pilon_pilon_1	39.0538	3587	0.0000	100.0000	3587	157	172	0.6072	15	39.72
contig_30865_pilon_pilon_1	43.5121	4946	0.0000	100.0000	4946	150	197	0.6662	31	34.08
contig_40100_pilon_pilon_1	22.0543	2857	0.0000	92.1946	2634	64	50	0.7225	12	16.66
contig_20228_pilon_pilon_1	27.4302	4417	0.0000	100.0000	4417	75	81	0.6140	25	9.95
contig_20838_pilon_pilon_1	16.3742	1761	0.0000	100.0000	1761	38	32	0.6240	15	9.25
contig_27217_pilon_pilon_1	16.5000	8278	0.0000	100.0000	8278	109	112	0.6405	16	5.03
contig_10141_pilon_pilon_1	23.0759	1172	0.0000	100.0000	1172	34	33	0.6388	21	7.96
contig_31918_pilon_pilon_1	36.0767	20600	0.0000	100.0000	20600	565	590	0.6395	28	27.21
contig_42530_pilon_pilon_1	9.1527	1683	0.0000	100.0000	1683	21	23	0.6385	4	7.93
contig_21864_pilon_pilon_1	24.9504	1209	0.0000	100.0000	1209	33	32	0.6783	20	7.92
contig_43272_pilon_pilon_1	25.2582	3931	0.0000	100.0000	3931	80	77	0.6362	24	12.30
contig_22171_pilon_pilon_1	53.6685	1677	0.0000	100.0000	1677	101	91	0.6340	29	48.90
contig_40474_pilon_pilon_1	16.7095	3009	0.0000	100.0000	3009	59	57	0.6054	10	11.17
contig_40731_pilon_pilon_1	28.7277	2795	0.0000	100.0000	2795	94	85	0.6397	18	28.70
contig_24017_pilon_pilon_1	21.1951	738	0.0000	100.0000	738	13	21	0.6539	22	9.69
contig_27786_pilon_pilon_1	33.5635	7691	0.0000	100.0000	7691	177	190	0.6548	30	16.71
contig_13594_pilon_pilon_1	61.1012	80341	0.0000	99.9988	80340	3528	3723	0.6592	27	105.82
contig_12039_pilon_pilon_1	2.7326	804	0.0000	88.8060	714	7	4	0.5688	2	2.04
contig_35835_pilon_pilon_1	14.8100	3836	0.0000	100.0000	3836	59	44	0.6748	16	9.11
contig_14767_pilon_pilon_1	36.1838	13638	0.0000	100.0000	13638	431	427	0.6205	25	29.82
contig_43071_pilon_pilon_1	21.5709	8989	0.0000	100.0000	8989	144	162	0.6544	19	13.59
contig_20434_pilon_pilon_1	34.9036	7783	0.0000	100.0000	7783	187	208	0.6677	35	13.16
contig_13852_pilon_pilon_1	114.3265	22681	0.0000	100.0000	22681	1851	1893	0.6576	36	177.19
contig_13023_pilon_pilon_1	18.0546	19862	0.0000	100.0000	19862	282	315	0.6409	14	13.57
contig_18040_pilon_pilon_1	38.4770	20625	0.0000	100.0000	20625	674	695	0.6295	23	39.36
contig_12363_pilon_pilon_1	41.6277	11643	0.0000	100.0000	11643	363	386	0.6504	33	31.21
contig_30980_pilon_pilon_1	17.7171	1548	0.0000	100.0000	1548	35	39	0.5806	13	10.43
