#ID	Avg_fold	Length	Ref_GC	Covered_percent	Covered_bases	Plus_reads	Minus_reads	Read_GC	Median_fold	Std_Dev
contig_1096_pilon_pilon_1	26.0695	197285	0.0000	100.0000	197285	691	746	0.6528	17	36.97
contig_3278_pilon_pilon_1	5.9384	8339	0.0000	100.0000	8339	15	8	0.6252	6	1.74
contig_22_pilon_pilon_1	4.7509	2043	0.0000	100.0000	2043	8	2	0.6111	5	1.72
contig_1171_pilon_pilon_1	5.0053	20714	0.0000	100.0000	20714	19	20	0.6750	5	1.74
contig_1075_pilon_pilon_1	20.9279	249006	0.0000	100.0000	249006	916	950	0.6509	19	9.12
contig_2341_pilon_pilon_1	13.9894	22300	0.0000	100.0000	22300	72	58	0.6603	14	3.28
contig_2715_pilon_pilon_1	2.5607	5782	0.0000	95.0017	5493	9	5	0.6687	2	1.60
contig_3729_pilon_pilon_1	1.6992	1190	0.0000	100.0000	1190	3	1	0.5837	1	0.85
contig_976_pilon_pilon_1	4.3919	37440	0.0000	100.0000	37440	34	34	0.6417	3	2.58
contig_937_pilon_pilon_1	19.7586	269592	0.0000	99.9711	269514	833	815	0.6630	18	8.86
contig_2577_pilon_pilon_1	10.0691	12045	0.0000	100.0000	12045	22	25	0.6069	10	1.62
contig_3132_pilon_pilon_1	3.0197	7825	0.0000	99.8722	7815	7	15	0.6167	3	1.61
contig_400_pilon_pilon_1	24.5735	68651	0.0000	100.0000	68651	287	343	0.6551	17	20.31
contig_2925_pilon_pilon_1	3.7630	26823	0.0000	100.0000	26823	18	28	0.6503	4	1.70
contig_2904_pilon_pilon_1	6.2395	13472	0.0000	100.0000	13472	24	27	0.6116	5	4.26
contig_543_pilon_pilon_1	16.7476	505395	0.0000	100.0000	505395	1443	1446	0.6518	15	10.32
contig_1112_pilon_pilon_1	3.7833	14156	0.0000	99.9011	14142	15	19	0.6422	4	2.18
contig_3343_pilon_pilon_1	5.5674	2991	0.0000	100.0000	2991	6	4	0.6724	6	1.05
contig_954_pilon_pilon_1	18.9999	15190	0.0000	100.0000	15190	59	56	0.6220	18	6.02
contig_441_pilon_pilon_1	21.4454	690742	0.0000	100.0000	690742	2566	2596	0.6509	18	13.50
contig_799_pilon_pilon_1	17.6783	238569	0.0000	100.0000	238569	777	754	0.6506	17	6.94
contig_3942_pilon_pilon_1	17.1660	10799	0.0000	100.0000	10799	36	36	0.6598	18	4.45
contig_1382_pilon_pilon_1	16.0542	131908	0.0000	100.0000	131908	296	329	0.6458	16	8.85
contig_3096_pilon_pilon_1	4.3273	8351	0.0000	100.0000	8351	4	16	0.5892	4	1.35
contig_292_pilon_pilon_1	1.3166	4211	0.0000	82.2845	3465	1	6	0.6144	1	0.82
contig_1886_pilon_pilon_1	3.8029	4191	0.0000	100.0000	4191	6	5	0.6701	4	0.77
contig_3256_pilon_pilon_1	2.8632	5145	0.0000	99.0671	5097	6	2	0.5748	3	1.02
contig_1534_pilon_pilon_1	12.5935	7031	0.0000	100.0000	7031	26	22	0.6407	13	3.65
contig_2220_pilon_pilon_1	3.6230	9551	0.0000	100.0000	9551	4	9	0.6639	4	1.67
contig_4009_pilon_pilon_1	0.7683	2132	0.0000	64.3527	1372	1	1	0.5507	1	0.65
contig_1390_pilon_pilon_1	16.8764	241467	0.0000	99.9317	241302	704	646	0.6541	16	6.21
contig_2930_pilon_pilon_1	2.5057	8995	0.0000	100.0000	8995	6	5	0.6430	2	1.07
contig_3322_pilon_pilon_1	4.6706	3051	0.0000	100.0000	3051	3	7	0.6953	5	1.28
contig_1816_pilon_pilon_1	3.5668	10157	0.0000	100.0000	10157	4	7	0.6375	4	1.54
contig_2404_pilon_pilon_1	14.9051	129309	0.0000	99.7224	128950	288	298	0.6543	16	5.81
contig_2929_pilon_pilon_1	3.7974	18834	0.0000	100.0000	18834	19	23	0.6511	3	1.72
contig_3031_pilon_pilon_1	2.6524	6170	0.0000	91.0535	5618	6	8	0.6081	2	1.61
contig_1313_pilon_pilon_1	13.9888	75343	0.0000	100.0000	75343	181	192	0.6591	14	6.04
contig_1495_pilon_pilon_1	5.9014	7031	0.0000	100.0000	7031	8	9	0.6166	5	2.96
contig_697_pilon_pilon_1	2.6444	4913	0.0000	73.9263	3632	5	5	0.6743	3	2.18
contig_1294_pilon_pilon_1	15.6431	47272	0.0000	100.0000	47272	125	122	0.6585	15	3.96
contig_1512_pilon_pilon_1	20.6768	3342	0.0000	100.0000	3342	16	19	0.6306	24	9.13
contig_897_pilon_pilon_1	4.5152	32132	0.0000	95.7799	30776	42	47	0.6513	4	3.71
contig_588_pilon_pilon_1	14.5010	1501	0.0000	100.0000	1501	8	13	0.6558	14	1.99
contig_795_pilon_pilon_1	18.1784	139063	0.0000	100.0000	139063	422	434	0.6459	16	8.59
contig_1060_pilon_pilon_1	2.5251	7791	0.0000	97.2276	7575	3	7	0.6366	3	0.89
contig_825_pilon_pilon_1	20.7701	191413	0.0000	100.0000	191413	704	718	0.6494	18	12.58
contig_637_pilon_pilon_1	18.2867	825927	0.0000	100.0000	825927	2304	2419	0.6535	17	6.75
contig_1485_pilon_pilon_1	3.4421	12480	0.0000	100.0000	12480	11	25	0.6607	3	1.74
contig_2677_pilon_pilon_1	18.1033	15245	0.0000	100.0000	15245	38	36	0.6253	18	4.72
contig_915_pilon_pilon_1	19.7031	171470	0.0000	100.0000	171470	603	579	0.6530	17	12.28
contig_1355_pilon_pilon_1	16.2621	77165	0.0000	100.0000	77165	235	287	0.6521	12	16.01
contig_2806_pilon_pilon_1	13.8633	8792	0.0000	100.0000	8792	33	30	0.6737	12	6.43
contig_2324_pilon_pilon_1	29.7619	18375	0.0000	100.0000	18375	60	72	0.6420	32	7.32
contig_3521_pilon_pilon_1	1.0884	2296	0.0000	100.0000	2296	2	0	0.5993	1	0.28
contig_611_pilon_pilon_1	17.2979	266165	0.0000	100.0000	266165	749	726	0.6450	15	9.63
contig_1109_pilon_pilon_1	15.8251	5831	0.0000	100.0000	5831	20	19	0.6530	16	1.58
contig_3827_pilon_pilon_1	3.1722	10790	0.0000	100.0000	10790	13	5	0.6699	3	1.58
contig_1819_pilon_pilon_1	2.9778	5271	0.0000	100.0000	5271	11	8	0.6611	2	2.50
contig_3852_pilon_pilon_1	6.5520	15133	0.0000	100.0000	15133	20	19	0.6766	6	3.67
contig_2491_pilon_pilon_1	4.3281	19544	0.0000	100.0000	19544	41	27	0.6300	2	5.94
contig_3127_pilon_pilon_1	3.9441	3273	0.0000	100.0000	3273	5	2	0.6079	4	1.01
contig_1161_pilon_pilon_1	24.0700	100144	0.0000	100.0000	100144	359	381	0.6698	19	17.44
contig_3504_pilon_pilon_1	3.8552	6713	0.0000	100.0000	6713	6	5	0.6468	4	0.99
contig_1058_pilon_pilon_1	15.8305	69802	0.0000	98.5989	68824	185	190	0.6458	16	4.64
contig_548_pilon_pilon_1	19.8817	859085	0.0000	100.0000	859085	2591	2646	0.6622	18	9.69
contig_1015_pilon_pilon_1	19.3758	209035	0.0000	100.0000	209035	731	684	0.6598	17	9.66
contig_3178_pilon_pilon_1	3.1859	6650	0.0000	100.0000	6650	5	8	0.6598	4	1.57
contig_2555_pilon_pilon_1	1.6299	6430	0.0000	94.4168	6071	1	3	0.6677	2	0.74
contig_3217_pilon_pilon_1	12.7359	3912	0.0000	100.0000	3912	17	30	0.6175	10	6.57
contig_1130_pilon_pilon_1	29.6218	311467	0.0000	100.0000	311467	1558	1403	0.6549	19	32.83
contig_2638_pilon_pilon_1	3.7372	16584	0.0000	100.0000	16584	30	9	0.6268	4	1.97
contig_1209_pilon_pilon_1	20.9658	261355	0.0000	100.0000	261355	937	926	0.6487	18	10.57
contig_3831_pilon_pilon_1	11.4241	26921	0.0000	99.7697	26859	53	55	0.6528	11	6.76
contig_3105_pilon_pilon_1	9.1163	13705	0.0000	100.0000	13705	39	46	0.6307	7	5.39
contig_1219_pilon_pilon_1	56.8100	511805	0.0000	100.0000	511805	4459	4563	0.4266	17	172.17
contig_2165_pilon_pilon_1	2.3158	9631	0.0000	100.0000	9631	3	5	0.6400	2	0.84
contig_947_pilon_pilon_1	22.4315	79617	0.0000	100.0000	79617	333	318	0.6601	17	13.78
contig_2423_pilon_pilon_1	11.2143	50542	0.0000	99.8773	50480	95	75	0.6547	12	4.35
contig_1227_pilon_pilon_1	4.5085	26467	0.0000	100.0000	26467	14	17	0.6608	5	1.43
contig_1943_pilon_pilon_1	17.8060	98599	0.0000	100.0000	98599	272	271	0.6524	17	6.56
contig_2009_pilon_pilon_1	4.8120	9459	0.0000	100.0000	9459	14	12	0.6391	4	2.32
contig_2135_pilon_pilon_1	3.4699	5584	0.0000	100.0000	5584	8	1	0.6236	3	0.88
contig_3787_pilon_pilon_1	1.3953	2024	0.0000	75.0000	1518	1	2	0.6908	2	0.94
contig_1597_pilon_pilon_1	9.1003	22872	0.0000	100.0000	22872	37	35	0.6524	7	5.90
contig_2951_pilon_pilon_1	30.6250	616	0.0000	100.0000	616	23	26	0.7689	41	17.69
contig_708_pilon_pilon_1	6.4338	10722	0.0000	99.9907	10721	22	13	0.6488	7	3.41
contig_2737_pilon_pilon_1	4.1557	8523	0.0000	100.0000	8523	7	8	0.6548	4	1.69
contig_540_pilon_pilon_1	26.6976	251994	0.0000	100.0000	251994	1150	1241	0.6409	20	19.59
contig_2725_pilon_pilon_1	2.7419	3886	0.0000	97.3752	3784	8	2	0.6368	2	1.45
contig_1320_pilon_pilon_1	3.7379	15946	0.0000	100.0000	15946	14	10	0.6457	4	1.14
contig_3070_pilon_pilon_1	4.3318	11003	0.0000	100.0000	11003	13	14	0.6218	4	1.51
contig_2_pilon_pilon_1	22.1073	574036	0.0000	100.0000	574036	2100	2101	0.6576	18	13.18
contig_2283_pilon_pilon_1	1.3752	2039	0.0000	95.3409	1944	4	1	0.6956	1	0.66
contig_1499_pilon_pilon_1	28.1978	33982	0.0000	100.0000	33982	128	134	0.6377	29	8.49
contig_1363_pilon_pilon_1	17.0879	87030	0.0000	100.0000	87030	226	251	0.6498	17	5.44
contig_2265_pilon_pilon_1	17.3416	36042	0.0000	100.0000	36042	117	117	0.6346	17	6.39
contig_2082_pilon_pilon_1	23.2970	2859	0.0000	100.0000	2859	19	17	0.6373	24	2.28
contig_934_pilon_pilon_1	25.7199	323173	0.0000	100.0000	323173	1367	1447	0.6565	22	17.09
contig_1132_pilon_pilon_1	5.0980	19042	0.0000	100.0000	19042	21	34	0.6686	4	3.64
contig_1031_pilon_pilon_1	19.7568	252361	0.0000	100.0000	252361	748	730	0.6556	19	6.41
contig_709_pilon_pilon_1	21.3863	410609	0.0000	100.0000	410609	1317	1330	0.6536	18	11.96
contig_1450_pilon_pilon_1	2.8110	3947	0.0000	100.0000	3947	4	4	0.6561	3	1.06
contig_2114_pilon_pilon_1	2.5953	5214	0.0000	100.0000	5214	3	3	0.6317	3	0.54
contig_2968_pilon_pilon_1	5.1039	20081	0.0000	100.0000	20081	25	23	0.6666	5	1.65
contig_2086_pilon_pilon_1	5.6059	4641	0.0000	100.0000	4641	9	8	0.6746	6	2.33
contig_3441_pilon_pilon_1	4.1574	5775	0.0000	100.0000	5775	9	2	0.6572	4	1.50
contig_1500_pilon_pilon_1	31.8471	29157	0.0000	100.0000	29157	154	165	0.6568	31	15.73
contig_3704_pilon_pilon_1	4.9466	6085	0.0000	97.7157	5946	12	13	0.6368	5	2.60
contig_3784_pilon_pilon_1	8.6541	8357	0.0000	100.0000	8357	18	17	0.6253	8	3.33
contig_1689_pilon_pilon_1	20.9410	14601	0.0000	100.0000	14601	53	69	0.6436	21	5.85
contig_2146_pilon_pilon_1	2.4157	6471	0.0000	100.0000	6471	3	7	0.6451	2	1.66
contig_2765_pilon_pilon_1	6.2320	6497	0.0000	100.0000	6497	11	14	0.6696	6	1.66
contig_3820_pilon_pilon_1	11.4012	8843	0.0000	100.0000	8843	36	39	0.6752	10	6.03
