#ID	Avg_fold	Length	Ref_GC	Covered_percent	Covered_bases	Plus_reads	Minus_reads	Read_GC	Median_fold	Std_Dev
contig_12124_pilon_pilon_1	77.6262	27678	0.0000	100.0000	27678	592	601	0.6804	74	53.39
contig_10921_pilon_pilon_1	68.4584	9530	0.0000	100.0000	9530	315	317	0.6522	40	76.30
contig_18927_pilon_pilon_1	2.9199	1385	0.0000	99.4946	1378	1	3	0.7039	3	0.91
contig_4921_pilon_pilon_1	3.6680	2060	0.0000	99.5146	2050	8	11	0.6064	3	2.62
contig_9531_pilon_pilon_1	39.8924	7408	0.0000	100.0000	7408	303	227	0.6443	36	36.18
contig_2910_pilon_pilon_1	1.8598	1897	0.0000	100.0000	1897	5	4	0.6422	2	0.99
contig_7752_pilon_pilon_1	67.3400	21600	0.0000	100.0000	21600	700	692	0.6504	56	43.75
contig_11183_pilon_pilon_1	86.8268	53102	0.0000	100.0000	53102	2243	2367	0.6681	61	101.45
contig_23203_pilon_pilon_1	3.0117	3154	0.0000	100.0000	3154	13	15	0.6454	2	1.99
contig_16959_pilon_pilon_1	77.2626	15095	0.0000	100.0000	15095	480	510	0.6780	62	45.56
contig_5694_pilon_pilon_1	3.9603	1437	0.0000	99.8608	1435	11	12	0.6237	3	3.40
contig_4480_pilon_pilon_1	106.5719	394280	0.0000	100.0000	394280	15536	15408	0.6588	39	183.99
contig_20694_pilon_pilon_1	27.6204	1188	0.0000	99.6633	1184	39	48	0.6474	4	28.20
contig_22253_pilon_pilon_1	30.4644	9253	0.0000	100.0000	9253	143	134	0.6330	29	8.83
contig_9370_pilon_pilon_1	83.0320	40325	0.0000	100.0000	40325	1205	1216	0.6695	68	46.84
contig_18025_pilon_pilon_1	2.9320	1367	0.0000	99.4879	1360	5	3	0.7012	3	1.79
contig_15178_pilon_pilon_1	14.2963	2116	0.0000	100.0000	2116	36	39	0.6146	9	15.18
contig_1832_pilon_pilon_1	69.1985	1053	0.0000	100.0000	1053	64	72	0.6473	68	8.76
contig_5604_pilon_pilon_1	82.7229	12729	0.0000	100.0000	12729	250	270	0.6894	82	18.08
contig_12521_pilon_pilon_1	56.0844	16457	0.0000	100.0000	16457	307	296	0.6604	55	12.61
contig_21521_pilon_pilon_1	13.1415	4713	0.0000	100.0000	4713	44	47	0.6390	12	8.84
contig_10455_pilon_pilon_1	39.3972	19888	0.0000	100.0000	19888	399	361	0.6315	38	13.82
contig_18194_pilon_pilon_1	58.8272	868	0.0000	100.0000	868	36	36	0.6360	59	4.61
contig_21604_pilon_pilon_1	12.9066	1702	0.0000	100.0000	1702	15	20	0.6166	12	6.28
contig_21535_pilon_pilon_1	118.5049	1525	0.0000	100.0000	1525	125	125	0.6379	164	88.21
contig_8492_pilon_pilon_1	123.5510	33708	0.0000	100.0000	33708	1613	1666	0.6722	48	146.45
contig_16561_pilon_pilon_1	128.1940	1134	0.0000	100.0000	1134	89	113	0.6015	126	15.44
contig_19690_pilon_pilon_1	50.6096	3143	0.0000	100.0000	3143	77	67	0.6660	54	11.18
contig_2302_pilon_pilon_1	108.2440	333242	0.0000	100.0000	333242	13742	13806	0.6486	71	113.80
contig_10192_pilon_pilon_1	58.1744	10523	0.0000	100.0000	10523	214	239	0.6568	64	22.26
contig_14077_pilon_pilon_1	73.8579	11955	0.0000	100.0000	11955	502	479	0.6532	55	46.26
contig_11737_pilon_pilon_1	63.5950	8735	0.0000	100.0000	8735	176	181	0.6466	64	10.13
contig_19505_pilon_pilon_1	10.4340	871	0.0000	88.8634	774	21	9	0.5589	11	4.52
contig_12165_pilon_pilon_1	69.8541	47466	0.0000	100.0000	47466	884	931	0.6506	61	37.44
